部門 問題
衛生福利部疾病管制署 須進行居家（個別）隔離者有生活上共同照顧之需求，可否由非隔離者在家中照顧一起隔離？
衛生福利部疾病管制署 若須進行居家（個別）隔離者於隔離期間，有接受醫療照護的需求，該怎麼處理？
衛生福利部疾病管制署 如為入境旅客因接觸確診個案，於檢疫期間身分由檢疫轉為隔離者，原於檢疫期間採「1人1戶」隔離，能否改至其他隔離地點，與家人於同戶採「1人1室」?
衛生福利部疾病管制署 若於檢疫期間與同戶檢疫者同時轉換為居家隔離身分，能否繼續同住?
衛生福利部疾病管制署 臨床實驗室工作人員進行疑似或確診COVID-19病人檢體（例如血清、血液等）之檢驗項目操作時，個人防護裝備及安全設備要求為何？
衛生福利部疾病管制署 為求時效，是否可由人員攜帶已使用P650包裝之疑似COVID-19檢體搭乘大眾交通運輸工具？
衛生福利部疾病管制署 實驗室人員於完成疑似COVID-19檢體相關檢驗程序後，可使用哪些消毒劑進行工作檯面消毒？
衛生福利部疾病管制署 有關從事疑似COVID-19檢體常規檢驗（包括血液學和臨床生化學等）之實驗室，是否一定要具備生物安全櫃（BSC）？
衛生福利部疾病管制署 引起COVID-19之2019新型冠狀病毒，其危險群等級為何？
衛生福利部疾病管制署 如須保存COVID-19確診病人之陽性檢體時，是否需先向主管機關取得許可？
衛生福利部疾病管制署 實驗室擬自COVID-19確診病人之陽性檢體，進行2019新型冠狀病毒分離培養程序時，請問須遵守那些規定？
衛生福利部疾病管制署 醫院檢驗部門是否可同時進行一般臨床檢體與COVID-19疑似/確診病人檢體之常規檢驗？
衛生福利部疾病管制署 設置單位保存2019新型冠狀病毒時，是否可與其他相同等級或不同等級危險群之病原體存放於同一保存設備？
衛生福利部疾病管制署 有關疑似嚴重特殊傳染性肺炎病人檢體是否可以機車運送？
衛生福利部疾病管制署 COVID-19病毒是否可能藉由物流、食品(包括飯店外賣、冷藏或冷凍包裝食品)散播?
衛生福利部疾病管制署 快篩實施方式及試劑取得
衛生福利部疾病管制署 哪些人符合「檢疫期滿當日執行1次快篩，另提供備用快篩試劑1支，於檢疫期間出現症狀時使用」之適用對象？
衛生福利部疾病管制署 請問「檢疫期滿當日」要怎麼計算？
衛生福利部疾病管制署 請問要如何取得快篩試劑？
衛生福利部疾病管制署 快篩試劑費用由誰支付？
衛生福利部疾病管制署 由於目國際港埠公費發放之快篩試劑發放對象為2歲以上，針對未滿2歲者、家長無法協助孩童快篩者或其他因故無法自行操作者，應如何執行居家檢疫期滿當日之快篩檢測?
衛生福利部疾病管制署 如發現入境時未領到快篩試劑、試劑內容物不完整，或因不小心遺失、操作不當等情況導致無法完成居家檢疫期滿當日之快篩檢測，可以補發嗎？。
衛生福利部疾病管制署 檢疫期滿當日快篩結果之回報及注意事項
衛生福利部疾病管制署 完成檢疫期滿當日快篩後，我應該如何回報快篩結果？
衛生福利部疾病管制署 如果我的檢疫期滿當日快篩結果為陰性，是不是就可以立刻解除檢疫了？
衛生福利部疾病管制署 如果我的檢疫期滿當日快篩結果為陽性，應該怎麼辦？
衛生福利部疾病管制署 如果我的檢疫期滿當日快篩結果為不明（無法判定結果），應該怎麼辦？
衛生福利部疾病管制署 備用快篩試劑使用注意事項
衛生福利部疾病管制署 我要在什麼情況下才能使用備用的快篩試劑？
衛生福利部疾病管制署 檢疫期間出現症狀並使用備用快篩檢測，我應該如何回報快篩結果？
衛生福利部疾病管制署 檢疫期間我因出現症狀使用備用的快篩試劑進行檢測，結果為陽性，應該怎麼辦？
衛生福利部疾病管制署 檢疫期間我因出現症狀使用備用的快篩試劑進行檢測，結果為不明（無法判定結果），應該怎麼辦？
衛生福利部疾病管制署 檢疫期間我出現症狀，但發現入境時未領到快篩試劑、試劑內容物不完整，或因不小心遺失、操作不當等情況導致無法進行快篩檢測，應該怎麼辦？
衛生福利部疾病管制署 檢疫期間我因之前出現症狀，已使用備用的快篩試劑進行檢測且回報結果陰性，現在症狀持續但已無快篩試劑可檢測，應該怎麼辦？
衛生福利部疾病管制署 快篩試劑使用說明
衛生福利部疾病管制署 我不太會操作快篩試劑怎麼辦？
衛生福利部疾病管制署 民眾出國取得COVID-19疫苗接種證明文件方式?
衛生福利部疾病管制署 民眾如何取得國際預防接種證明書（黃皮書）?
衛生福利部疾病管制署 旅遊醫學合約醫院開立國際預防接種證明書（黃皮書），收取民眾費用項目包括哪些？
衛生福利部疾病管制署 是否須由本人親自到旅遊醫學門診掛號開立國際預防接種證明書（黃皮書）？
衛生福利部疾病管制署 在國外接種COVID-19疫苗，能否在旅醫門診開立國際預防接種證明書（黃皮書）？
衛生福利部疾病管制署 國際預防接種證明書（黃皮書）之欄位資料填寫依據？
衛生福利部疾病管制署 COVID-19公費檢驗適用對象有哪些類別？
衛生福利部疾病管制署 抗原快速檢驗
衛生福利部疾病管制署 病毒核酸檢驗
衛生福利部疾病管制署 「符合病例定義或經醫師評估需採檢者」（自費特材群組序號001）所指對象為何？
衛生福利部疾病管制署 住院者（自費特材群組序號002）及其陪病者（自費特材群組序號003）公費檢驗之適用條件為何？
衛生福利部疾病管制署 若病人將轉介至其他醫院住院（含PAC下轉），轉出醫院可否代為進行公費檢驗？
衛生福利部疾病管制署 原預計住院或轉院之病人，已完成採檢，但因故未住院/轉院，可否申報？
衛生福利部疾病管制署 原預計轉院之住院病人，因故延遲轉院，已逾檢驗報告之時效，可否再次進行公費檢驗及申報？
衛生福利部疾病管制署 自費住院病人是否適用「住院者」(自費特材群組序號002)公費篩檢？
衛生福利部疾病管制署 住院者（自費特材群組序號002）之案件是否併健保住院醫療費用申報？
衛生福利部疾病管制署 原排定之陪病者己完成採檢，但因故更換，病人是否仍可請院方提供公費檢驗？
衛生福利部疾病管制署 病人原入住一般病房，陪病者也已完成採檢，後來病人因醫療需要轉入加護病房治療，陪病者於病人入住加護病房期間返回社區，於病人轉回一般病房後，該陪病者是否仍可請院方提供公費檢驗？
衛生福利部疾病管制署 長照機構住民採檢（自費特材群組序號004）之適用條件為何？
衛生福利部疾病管制署 矯正機關收容人採檢（自費特材群組序號004）之相關規定為何？
衛生福利部疾病管制署 原預計轉介至其他長照機構之病人，因故延遲轉介，已逾檢驗報告之時效，可否再次進行公費檢驗及申報？
衛生福利部疾病管制署 居家隔離/居家檢疫/自主健康管理期間或期滿相關採檢（自費特材群組序號005）公費檢驗適用條件有哪些？
衛生福利部疾病管制署 COVID-19確定病例之密切接觸者及自國外入境者，於居家隔離或居家檢疫期滿前1日（可彈性調整於隔離或檢疫期滿前2日內），無論有無症狀，均須進行SARS-CoV-2病毒核酸檢驗。
衛生福利部疾病管制署 「因應全球Delta變異株流行，自7月2日中午12時加強國際港埠入境人員健康監測」，入境旅客於入境時或入住集中檢疫所時進行病毒核酸檢驗。
衛生福利部疾病管制署 居家隔離或居家檢疫期間住院之病人（非COVID-19確診個案），如其住院期間未出現相關疑似症狀，且經醫師評估其於隔離或檢疫期滿後仍需持續住院治療者，
衛生福利部疾病管制署 醫院高風險單位工作人員定期採檢（自費特材群組序號006）之相關規定為何？
衛生福利部疾病管制署 高社區傳播風險地區透析院所門診病人採檢（自費特材群組序號008）之相關規定為何？
衛生福利部疾病管制署 高社區傳播風險地區住宿式長照機構工作人員與住民採檢（自費特材群組序號008）之相關規定為何？
衛生福利部疾病管制署 居家隔離/居家檢疫中之門診及急診病人之陪病者，及高社區傳播風險地區（臺北市及新北市）急診之陪病者，是否為COVID-19公費抗原快速檢驗之適用對象？
衛生福利部疾病管制署 社區篩檢站非抗原快速檢驗公費適用對象，相關費用如何申請補助？
衛生福利部疾病管制署 「經衛生主管機關指示辦理之疫調專案」（自費特材群組序號010）所指對象為何？
衛生福利部疾病管制署 「其他經衛生主管機關指定之採檢對象」（自費特材群組序號011）所指對象為何？
衛生福利部疾病管制署 同一病人是否僅能申報1種自費特材群組序號？
衛生福利部疾病管制署 同一自費特材群組序號可否同時申報抗原快速檢驗及病毒核酸檢驗費用？
衛生福利部疾病管制署 執行「COVID-19公費檢驗適用對象」表中列為「不適用」之檢驗項目，能否進行申報？
衛生福利部疾病管制署 「醫院高風險單位工作人員定期採檢」能否申報公費抗原快速檢驗費用？
衛生福利部疾病管制署 使用衛生單位提供之免費抗原快速檢驗試劑檢驗之個案，有透過健保IC卡上傳檢驗結果，可否申報抗原快速檢驗費用？
衛生福利部疾病管制署 各自費特材群組序號實施時間前之案件，可否申報？
衛生福利部疾病管制署 已透過健保IC卡上傳檢驗結果之案件，是否仍需進行申報作業？
衛生福利部疾病管制署 COVID-19公費檢驗之健保IC卡上傳時效檢核原則為何？實施期程為何？
衛生福利部疾病管制署 有關自費特材群組序號之填報規定為何？
衛生福利部疾病管制署 自費特材群組004含長照機構住民/矯正機關收容人採檢，註3說明矯正機關收容人，自110年8月1日起實施池化作業，但如何與同樣屬於004的長照機構住民區隔？
衛生福利部疾病管制署 註3的池化比例規定為1:5，但案件可能會有零基，最後一批如為1:3，申報代碼與給付金額為何？
衛生福利部疾病管制署 如池化個案檢驗結果為陽性，需再重驗1次，請問這一批給付如何申請？
衛生福利部疾病管制署 如公費核酸檢驗結果為陽性，須重驗1次，請問如何申請？
衛生福利部疾病管制署 池化檢驗方式之案件，請問如何申報?
衛生福利部疾病管制署 COVID-19公費核酸檢驗費用，檢核機制為何? 實施期程為何？
衛生福利部疾病管制署 COVID-19公費核酸檢驗費用由誰申報？檢驗費用付給誰?
衛生福利部疾病管制署 COVID-19公費檢驗費用申報，自費材群組序號及適用對象，實施期程為何？
衛生福利部疾病管制署 透過健保申報，多久可以拿到公費核酸檢驗費用?
衛生福利部疾病管制署 若檢驗結果無法透過健保上傳，應如何處理？
衛生福利部疾病管制署 設定疫情警戒標準的目的？
衛生福利部疾病管制署 各級警戒的標準與目的？
衛生福利部疾病管制署 第二級與第三級警戒都實施集會活動限制，如果要辦活動應該如何進行?
衛生福利部疾病管制署 第三級警戒區域實施聚會限制，範圍包括學校、辦公室、營業場所嗎？
衛生福利部疾病管制署 因應目前雙北地區升為三級，其餘地區維持二級，全國有哪些營業場所須暫停營業、場所須關閉、活動須停辦?
衛生福利部疾病管制署 第三級警戒的雙北地區，還有哪些場所需配合關閉？
衛生福利部疾病管制署 第三級警戒區內之民眾須遵守那些防疫規範?
衛生福利部疾病管制署 第三級警戒區內之賣場或其他營業場所須遵守那些防疫規範?
衛生福利部疾病管制署 第三級警戒區內之餐飲場所須遵守那些防疫規範?
衛生福利部疾病管制署 無法落實實聯制之營業場所(如超商)須遵守那些防疫規範?
衛生福利部疾病管制署 大眾運輸工具內較難保持社交距離，應該如何因應?
衛生福利部疾病管制署 第三級警戒區內之校園、公司行號、會議室須遵守那些防疫規範?
衛生福利部疾病管制署 第三級警戒範圍之夜市及傳統市場是否有相關應變措施?
衛生福利部疾病管制署 第三級警戒範圍之醫療體系是否有相關應變措施?
衛生福利部疾病管制署 大專校院境外生專案入境居家檢疫期滿後須於何時進行公費採檢？
衛生福利部疾病管制署 採檢醫院資訊可到哪裡參考？
衛生福利部疾病管制署 居家檢疫期滿後隔日至採檢醫院採檢，若遇到假日要如何進行採檢？
衛生福利部疾病管制署 採檢醫院表示檢驗名額已額滿，檢疫期滿後該到哪裡做採檢？
衛生福利部疾病管制署 採檢費用要先支付?還是如何申請核銷？
衛生福利部疾病管制署 至採檢醫院採檢需要檢附什麼報告或文件？
衛生福利部疾病管制署 採檢完會提供檢驗報告嗎？
衛生福利部疾病管制署 自主健康管理期間應注意事項？
衛生福利部疾病管制署 如接獲衛生單位告知為居家隔離者，該如何安置?
衛生福利部疾病管制署 若在家中進行居家（個別）隔離，同戶內均為隔離者，能否一起隔離?若有生活上共同照顧之需求，可否由同須進行隔離之同住者在家中照顧一起隔離？
衛生福利部疾病管制署 居家（個別）隔離者如何前往防疫旅宿進行隔離？
衛生福利部疾病管制署 為什麼要實施秋冬防疫專案？
衛生福利部疾病管制署 秋冬防疫專案甚麼時候開始實施？包括哪些措施？
衛生福利部疾病管制署 為什麼要實施強制佩戴口罩？
衛生福利部疾病管制署 有哪些場所需要強制佩戴口罩？
衛生福利部疾病管制署 教育學習場所包括學校嗎？
衛生福利部疾病管制署 進入觀展觀賽場所要強制佩戴口罩的對象，包括表演者、運動員嗎？
衛生福利部疾病管制署 醫院照護機構的住院病人、住民或托嬰中心受托的嬰幼兒是不是也要強制佩戴口罩？
衛生福利部疾病管制署 八大類高風險場域的工作人員是不是也要強制佩戴口罩？
衛生福利部疾病管制署 在強制佩戴口罩的場所內，如果要飲食怎麼辦？
衛生福利部疾病管制署 如果是在航班、高鐵及台鐵車廂等不易保持社交距離、亦無法提供阻隔設備之場所，但仍有飲食需求的話，應該怎麼辦？
衛生福利部疾病管制署 戶外場所較空曠且空氣流通，也需要佩戴口罩嗎？
衛生福利部疾病管制署 嬰兒或學齡前幼兒若沒辦法戴好口罩，怎麼辦？
衛生福利部疾病管制署 國外曾有健身房發生COVID-19群聚感染事件，對於前往健身休閒場所活動的民眾，有甚麼防護措施？
衛生福利部疾病管制署 在公告的八大場域沒有配合戴口罩會被處罰嗎？會有怎麼樣的處罰？
衛生福利部疾病管制署 民眾在公告的八大類場域不配合戴口罩時，場所的負責人也會被處罰嗎？
衛生福利部疾病管制署 採檢醫院資訊可到哪裡參考?
衛生福利部疾病管制署 完成檢疫程序翌日前往採檢醫院，有規定幾日內嗎?如果遇到假日，要如何去採檢?
衛生福利部疾病管制署 採檢醫院都說檢驗名額已額滿，可以去鄰近縣市採檢?
衛生福利部疾病管制署 自主健康管理期間可以上班了嗎?
衛生福利部疾病管制署 仲介詢問費用要先支付?還是如何申請核銷?
衛生福利部疾病管制署 指定醫院是指外籍移工健檢醫院嗎?
衛生福利部疾病管制署 採檢完會提供檢驗報告嗎?
衛生福利部疾病管制署 至採檢醫院採檢需要檢附什麼報告或文件?
衛生福利部疾病管制署 為什麼在居家隔離/檢疫期滿後要再接續7天自主健康管理？
衛生福利部疾病管制署 居家隔離/檢疫期滿後的7天自主健康管理期間，要特別注意甚麼？
衛生福利部疾病管制署 自主健康管理者，為什麼要避免出入公共場所?
衛生福利部疾病管制署 自主健康管理期間，是否可以外出用餐、聚餐或聚會?
衛生福利部疾病管制署 自主健康管理期間，為什麼禁止參加大型活動?
衛生福利部疾病管制署 自主健康管理者可以至超商或超市買東西嗎?
衛生福利部疾病管制署 違反自主健康管理相關規定，會被處罰嗎？
衛生福利部疾病管制署 因應預防COVID-19，旅客於搭機前應配合檢疫事項?
衛生福利部疾病管制署 所有自機場入境或途經我國機場轉機之旅客，不論其身分或來臺目的，均應檢附「表定航班時間前2天內之COVID-19核酸檢驗報告」，其原因與依據為何？
衛生福利部疾病管制署 國外「表定航班時間前2天內之COVID-19核酸檢驗報告」應於那些地點辦理？費用為自費或公費支出?取得會不會很困難？
衛生福利部疾病管制署 「表定航班時間前2天內之COVID-19核酸檢驗報告」的格式？日期如何計算？登機當日算不算？
衛生福利部疾病管制署 若航程於第三地轉機來臺，「表定航班時間前2天內之COVID-19核酸檢驗報告」是以哪一段航程為準？
衛生福利部疾病管制署 若旅客提供之「表定航班時間前2天內之COVID-19核酸檢驗報告」非英文版本(例如：中文、法文及西班牙文等語言)，該如何處理？影本或電子報告書能否受理？
衛生福利部疾病管制署 「表定航班時間前2天內之COVID-19核酸檢驗報告」需要具備那些項目？
衛生福利部疾病管制署 於中國大陸進行COVID-19核酸檢驗報告內容，如無出生年月日或護照號碼(無此項目或僅填列臺胞證)該怎麼辦?
衛生福利部疾病管制署 如果國外COVID-19核酸檢驗報告取得不易，是否有特定條件可予免附？是否可以入境後再做採檢？
衛生福利部疾病管制署 若因航空公司航班延誤，致旅客核酸檢驗報告逾期，是否需重新檢驗？
衛生福利部疾病管制署 旅客至啟程地醫療院所接受COVID-19核酸檢驗，因核酸檢驗報告延遲發送（登機前尚未收到），航空公司能否同意其搭機？
衛生福利部疾病管制署 搭乘船舶自我國港口入境者，是否應檢附核酸檢驗報告對象？
衛生福利部疾病管制署 目前指揮中心強化入境旅客檢疫措施，其重要事項為何？
衛生福利部疾病管制署 抵臺旅客若有檢驗報告不實或拒絕、規避、妨礙等情事，是否會遭受處罰？
衛生福利部疾病管制署 若曾接種過COVID-19疫苗，旅客是否仍須出示核酸檢驗報告?
衛生福利部疾病管制署 哪些外籍移工入境後會進行新冠肺炎的採檢？
衛生福利部疾病管制署 集中檢疫的外籍移工於解除檢疫前的新冠肺炎採檢流程為何？
衛生福利部疾病管制署 我是外籍移工的雇主，我會拿到外籍移工新冠肺炎的檢驗報告嗎？
衛生福利部疾病管制署 境外確診個案須符合哪些條件？
衛生福利部疾病管制署 境外確診個案返臺時須注意哪些事項？
衛生福利部疾病管制署 確診採檢日至搭機日如何計算?
衛生福利部疾病管制署 「呼吸道檢體檢驗SARS-CoV-2 PCR報告」之規定為何?
衛生福利部疾病管制署 倘確診者未符合前揭條件，但有返國就醫需求時該怎麼辦?
衛生福利部疾病管制署 已知檢疫場所以自宅或親友住所1人1戶為原則，何謂「1人1戶」?
衛生福利部疾病管制署 透天厝的單一樓層，是否符合「1人1戶」規定?
衛生福利部疾病管制署 共用門牌的連棟建物，是否符合「1人1戶」規定?
衛生福利部疾病管制署 農舍、工寮或倉庫等不具有獨立門牌地址，是否符合「1人1戶」規定?
衛生福利部疾病管制署 在自宅或親友住所「1人1戶」進行居家檢疫，是否需要事前申請?
衛生福利部疾病管制署 我家在公寓大廈內，且有獨立門牌，但返家會經過公梯、電梯或公共走廊等，是否符合「1人1戶」規定?
衛生福利部疾病管制署 我家為公寓內頂樓加蓋，無獨立門牌，公寓內的樓梯可直達該樓層，是否符合「1人1戶」規定?
衛生福利部疾病管制署 我在外租房，同樓層為2間併連套房（獨立房間含衛浴設備），共用同一門牌，可否在其中1間套房作為1人1戶居家檢疫的場所（另1間為非居家檢疫者）?
衛生福利部疾病管制署 已知同日入境之家屬/同住者可選擇於防疫旅宿、自宅或親友住所同住，同住者的範圍包括哪些對象?
衛生福利部疾病管制署 已知同日入境之家屬/同住者可選擇於防疫旅宿、自宅或親友住所同住，如果同日入境但是不同航班或自不同國家入境，是否也可同住?
衛生福利部疾病管制署 我獨自1人入境，沒有一起入境之家屬或同住者，但檢疫期間需要有人同住照顧，可否由家屬/朋友/看護（非居家檢疫者）入住防疫旅宿、自宅或親友住所同住照顧?是否需要申請?
衛生福利部疾病管制署 「非本國籍人士入境」措施之開放對象為何?
衛生福利部疾病管制署 「開放非本國籍商務人士入境」之入境許可應向誰申辦?
衛生福利部疾病管制署 持居留證及專案許可入境之非本國籍人士應遵循之檢疫規範?
衛生福利部疾病管制署 哪些非本國籍人士於啟航地機場報到時可以不必檢附「表定航班時間前2日內COVID-19核酸檢驗陰性報告」供檢視？
衛生福利部疾病管制署 「表定航班時間前2天內之COVID-19核酸檢驗陰性報告」的格式?日期如何計算?登機當日算不算?(自111年1月4日起實施)
衛生福利部疾病管制署 旅客所持COVID-19核酸檢驗陰性報告的姓名如與護照姓名排列順序不同(或有中間名等)該怎麼辦？
衛生福利部疾病管制署 若具雙重國籍旅客所持的COVID-19核酸檢驗陰性報告之姓名，為美國護照(或其他國護照)之姓名，但辦理報到時出示臺灣護照，兩者姓名有差異時(例如冠夫姓)，是否可准予登機？
衛生福利部疾病管制署 若航程於第三地轉機來臺，「表定航班時間前2天內之COVID-19核酸檢驗陰性報告」是以哪一段航程為準？
衛生福利部疾病管制署 若旅客提供之「表定航班時間前2天內之COVID-19核酸檢驗陰性報告」非英文版本(例如：中文、法文及西班牙文等語言)，該如何處理？影本或電子報告書能否受理?
衛生福利部疾病管制署 若非本國籍人士於啟航地取得「表定航班時間前2天內之COVID-19核酸檢驗陰性報告」困難，該如何處理？有無替代方案？
衛生福利部疾病管制署 「表定航班時間前2天內之COVID-19核酸檢驗陰性報告」需要具備那些項目？
衛生福利部疾病管制署 抵臺旅客若有檢驗報告不實或拒絕、規避、妨礙等情事，是否會遭受處罰？
衛生福利部疾病管制署 若曾接種過COVID-19疫苗，旅客是否仍須出示核酸檢驗報告?
衛生福利部疾病管制署 長照機構住民因失智、遊走情形嚴重或其他原因需要隨時有人在旁陪伴，是否可開放家屬或僱傭在機構陪伴或陪住？
衛生福利部疾病管制署 疫情期間，衛生福利機構與榮譽國民之家住民是否可外出復健？
衛生福利部疾病管制署 那些旅客返台後須入住防疫旅宿?
衛生福利部疾病管制署 如何獲知防疫旅宿相關聯絡資訊？一定要於國(境)外就完成訂房作業嗎？
衛生福利部疾病管制署 依規定需入住卻沒有入住防疫旅宿，會被處分嗎？
衛生福利部疾病管制署 如何計算居家檢疫之結束日?
衛生福利部疾病管制署 現行入境檢疫流程為何？
衛生福利部疾病管制署 111年1月11日起實施「返臺旅客於落地時採驗」，適用搭乘哪種航線的航班?須配合什麼規定?
衛生福利部疾病管制署 旅客落地採檢確認為陰性後，在機場還要再做一次「深喉唾液」採檢嗎?
衛生福利部疾病管制署 111年4月9日起對於高陽性率航線航班旅客實施強化措施，適用搭乘哪種航線的航班?須配合什麼規定?
衛生福利部疾病管制署 旅客搭乘前述航班前已配合做抗原快篩，還需要檢附2日內PCR檢測報告嗎?
衛生福利部疾病管制署 船員自港口入境台灣之相關規定？
衛生福利部疾病管制署 派飛入境旅遊疫情第三級地區(長程航班)之國籍航空機組員管理機制為何？
衛生福利部疾病管制署 如果我曾經在國外確診COVID-19，返國相關規定為何？
衛生福利部疾病管制署 如果我入境前(時)有身體不適症狀，應如何處理？
衛生福利部疾病管制署 如果我入境時未誠實申報旅遊史或健康狀況會有裁罰嗎?
衛生福利部疾病管制署 請問何時可取得「深喉唾液」檢驗結果？
