部門 問題
中央警察大學 如何投稿中央警察大學學報
中央警察大學 請問校慶有無開放給一般民眾參觀?
中央警察大學 新生入校接受預備教育時，有沒有打電話的時間？
中央警察大學 鑑識科學學系畢業後之就業與深造
中央警察大學 我要如何查找警大博碩士論文
中央警察大學 請問中央警察大學與美國姊妹校遊學團交流計畫為何?
中央警察大學 請問要報考中央警察大學水上警察學系，但是我不會游泳是否有關係？
中央警察大學 申請免賠公費要件及程序為何?
中央警察大學 中央警察大學推廣教育訓練中心辦理哪些警察特考訓練班期？
中央警察大學 選課程序何？
中央警察大學 警大通識教育的課程有哪些領域?
中央警察大學 如何向中央警察大學請領1萬元以下貨品款項(零用金)？
中央警察大學 中央警察大學何時會有報廢品變賣，可由什麼管道得知？
中央警察大學 是否可向中央警察大學借用場地辦理活動？
中央警察大學 鑑識科學學系是否接受鑑定案件
中央警察大學 報名警察大學舉辦之CSI鑑識體驗營活動
中央警察大學 請問需持何種證件，始可至貴館借書？
中央警察大學 中央警察大學行政管理學系及研究所的畢業學分數？
中央警察大學 請問外事系學生畢業後，可否擔任外交官?
中央警察大學 我想寄包裹(信件)給就讀警察大學的子女，收件者名稱該如何書寫較容易辨識？
中央警察大學 如何投稿警察大學法學論集？
中央警察大學 警察大學法律系與其他大學法律系的課程有何不同？
中央警察大學 修習柔道課程的科系有哪些?
中央警察大學 請問中央警察大學行政警察學系(含碩士班)實習內容為何？
中央警察大學 請問中央警察大學各項招生期程為何?
中央警察大學 請問警大有無提供獎學金申請?
中央警察大學 請問貴校是否有學生社團？
中央警察大學 有關各學制畢業門檻及畢業學分數
中央警察大學 請問若至貴校辦理活動借用場地是否需要收費?
中央警察大學 請問《安全與情報研究》徵稿及出版訊息？
中央警察大學 如何得知中央警察大學水上警察學系舉辦研討會訊息?
中央警察大學 如何向中央警察大學申請道路交通行車事故案件之鑑定？
中央警察大學 中央警察大學全球資訊網的網址為何？
中央警察大學 為什麼中央警察大學的學生週一至週四要在校留宿？
中央警察大學 請問中央警察大學的招生簡章在網站的哪裡可以查詢？
中央警察大學 報考中央警察大學行政管理研究所，考試科目有哪些？
中央警察大學 請問如何取得中央警察大學招生考試的歷年考題
中央警察大學 中央警察大學學士班四年制招生複試體檢身高規定是否可放寬？
中央警察大學 中央警察大學招生考試複試體檢肝功能檢查規定為何？
中央警察大學 請問如何購買警大用書?
中央警察大學 警察大學法律學系畢業後，是專業分發嗎？
中央警察大學 貴系何時舉辦學術研討會
中央警察大學 請問中央警察大學刑事警察學系(含碩士班)實習內容為何？
中央警察大學 如果考生親友曾有犯罪行為，是否會影響考生入學?
中央警察大學 除本校之外，是否有其他機關亦可提供鑑定服務?
中央警察大學 中央警察大學廢品除變賣外是否有報廢電腦可捐贈供弱勢團體使用?
中央警察大學 請問如何查詢掛號郵件（包裹）或宅配物品是否已送達？
中央警察大學 應聘學校助理教授級專任教師職務，應具備哪些資格及資料？
中央警察大學 通識教育中心歷年辦理的研討會論文集可否索取?
中央警察大學 警大畢業生畢業後未分發任職有無免予賠償規定適用？連續三年參加任用考試，成績應達多少可符合免賠標準？如何計算？
中央警察大學 請問如何查詢中央警察大學入學考試歷年考題？
中央警察大學 請問中央警察大學交通學學系(含碩士班)實習內容為何？
中央警察大學 請問如何至「警察英烈紀念網」悼念因公殉職的弟兄？
中央警察大學 請問中央警察大學學士班四年制(大學部)111學年度起，數學採計方式為何？
中央警察大學 有關如何取得至中央警察大學之交通資訊
中央警察大學 請問109學年度第1學期新生選課期程為何？
中央警察大學 國境警察學系之國境管理組與移民事務組，二者未來發展與差異性為何？
中央警察大學 非警察人員可否報考法研所半時生?
中央警察大學 "請問有無提供索取""警大雙月刊""刊物?"
中央警察大學 請問中央警察大學109年暑假實習地點有哪些?
中央警察大學 犯罪偵查與鑑識科學研討會
中央警察大學 請問如何投稿「警學叢刊」或是「執法新知論衡」？
中央警察大學 110學年度第二學期外事學警察系(所)加退選課時間?
中央警察大學 如何報考警察大學國境警察學系?
中央警察大學 如何取得資管系舉辦研討會之論文集以作為進修研讀用？
中央警察大學 如何投稿中央警察大學犯罪防治學報？
中央警察大學 請問貴校學生如何選擇自己有興趣的社團參與？
中央警察大學 請問中央警察大學招生體檢肺結核檢查規定說明？
中央警察大學 警察犯罪偵查與鑑識科學相關學術研究資訊要如何獲得？
中央警察大學 刑事鑑識大樓裡有什麼貴重儀器?
中央警察大學 修習射擊課程的科系有哪些？
中央警察大學 有關兼任教師來電洽詢授課鐘點費是否入帳？
中央警察大學 疫情期間，是否可至中央警察大學參訪？
中央警察大學 學生汽車駕照補助之申請條件及程序為何？
中央警察大學 通識教育中心專任教師的相關著作目錄如何取得?
中央警察大學 中央警察大學行政管理研究所規定的修業年限？
中央警察大學 有關中央警察大學警察政策研究所修業年限規定
中央警察大學 請問校外人士如何查找貴校各學報文章？
中央警察大學 請問110學年度第1學期新生選課期程為何？
中央警察大學 請問系上是否有賣相關教科書?
中央警察大學 如何獲得中央警察大學公共安全學系今年學術研討會相關訊息？
中央警察大學 請問中央警察大學每月防疫經費支用情形為何?
中央警察大學 警察大學法律系畢業當年考上警察特考及司法官特考，可否不從事警察工作？
中央警察大學 外事警察學系(所)是否有外國籍學生就讀?
中央警察大學 中央警察大學現金給付學員主副食費，是否應列入該學員個人年度所得?
中央警察大學 修習綜合逮捕術的科系有哪些?
中央警察大學 請問校外人士可否購買警大教科書？
中央警察大學 中央警察大學行政管理研究所各學期修習學分下限？
中央警察大學 請問貴校犯罪防治學系博士班之修習學分數是否設有限制？
中央警察大學 請問中央警察大學公共安全學系(含碩士班)實習內容為何？
中央警察大學 請問要如何申請公務人員子女教育補助?
中央警察大學 請問雙重國籍是否可以報考中央警察大學
中央警察大學 中央警察大學《交通學報》每年何時出刊？何時截稿？
中央警察大學 國境警察學系學術研究重點（特色）為何?
中央警察大學 我想投稿中央警察大學水上警察學報，請問相關領域及截稿日期為何？
中央警察大學 請問施工需要進入校園進行工程作業時，需注意事項為何?
中央警察大學 中央警察大學之鑑定案件收費標準
中央警察大學 請問貴館提供服務時間？
中央警察大學 中央警察大學網站是否提供響應式（RWD）網頁服務？
中央警察大學 研討會舉辦時間
中央警察大學 中央警察大學是否有職務宿舍可供教職員工申請？申請有哪些注意事項？
中央警察大學 如何確定已寄送之公文（含電子）是否收到？
中央警察大學 要寄送信件或包裹到警察大學，請問如何寄達？
中央警察大學 警察科技學院有哪些系所
中央警察大學 警察科技學院與科驗室是否有隸屬關係
中央警察大學 中央警察大學鑑定案件繳費方式
中央警察大學 請問警政管理學院有幾個學系
中央警察大學 我是職員，請問在新冠肺炎疫情下，還能出國嗎？
中央警察大學 警正班第31期人員，入訓時間為何？
中央警察大學 請問職員若確診或被匡列為居家隔離等情況下，該請什麼假？
戶政司 出生登記應如何辦理？
戶政司 認領登記應如何辦理？
戶政司 死亡登記應如何辦理？
戶政司 收養登記應如何辦理?
戶政司 終止收養登記應如何辦理?
戶政司 承租人已搬走但戶籍未遷出，可否將其戶籍遷出？
戶政司 結婚登記應如何辦理?
戶政司 97年5月23日以後辦理的儀式婚還有效力嗎？
戶政司 97年5月23日起各直轄市、縣（市）政府舉辦之聯合婚禮或法院公證結婚有無效力？
戶政司 如果在例假日辦理結婚登記，應如何辦理？
戶政司 我的名字不好聽，可以改名嗎?有次數限制嗎?
戶政司 離婚登記應如何辦理？
戶政司 監護登記應如何辦理？
戶政司 未成年子女權利義務行使負擔登記應如何辦理？
戶政司 遷徙登記（遷入登記、住址變更登記）應如何辦理？
戶政司 外國人申請歸化我國國籍應具備之要件及如何申請國民身分證？
戶政司 外國人申請歸化國籍，如何認定具備我國基本語言能力及國民權利義務基本常識？
戶政司 外國人申請自願歸化國籍，須提憑何種生活保障證明？
戶政司 申請喪失中華民國國籍應備要件及申請程序為何？另不得喪失國籍許可之情形為何？
戶政司 我國國民喪失國籍後，如欲申請回復我國國籍，應如何辦理？
戶政司 我國國民兼具外國國籍者，如欲擔任我國公職，應如何辦理？
戶政司 本部編印哪些人口統計刊物
戶政司 最新和歷年人口統計資料哪裡找？
戶政司 內政部推動鼓勵婚育之政策為何？如何查詢各直轄市、縣(市)政府生育補助或津貼等育兒福利措施最新資訊？
戶政司 國民身分證領換資料查詢出現已超過限制次數
戶政司 如何知道國民身證是否掛失/撤銷掛失成功
戶政司 申請現戶全戶電子戶籍謄本出現「現戶全戶電子戶籍謄本無申辦作業需求，請重新執行作業」訊息
戶政司 申辦電子戶籍謄本，於顯示申辦作業執行完成畫面後，點選下載簽章檔案或瀏覽明文資料無法顯示網頁
戶政司 有關電子戶籍謄本姓名出現黑方塊問題
戶政司 申請戶長變更需要帶何證件資料？
戶政司 電子戶籍謄本出現RS5002傳送至工作站失敗請檢核
戶政司 電子戶謄本asdt檔如何開啟
戶政司 申請電子戶籍謄本出現ER0120密碼驗證失敗，錯誤碼：10001、10002、10009
戶政司 申請電子戶籍謄本出現錯誤碼:RS2007
戶政司 忘記PIN碼或PIN碼錯誤
戶政司 配合民法96年5月23日修正公布，戶政事務所辦理新生兒出生登記時從姓之處理原則：
戶政司 子女經出生登記後，申請改姓相關規定。
戶政司 被認領、收養者申請改姓相關規定。
戶政司 目前在租房子，戶籍現在在租屋處。現在房東要求我們把戶口遷出，但我們又沒地方寄戶口不知可否把戶籍遷到戶政事務所?
戶政司 戶役政電子閘門系統（資訊系統）連結有問題如何處理？
戶政司 網站上無法查詢身分證領補換紀錄
戶政司 「小」可否當作從姓的姓氏？
戶政司 電子戶籍謄本申請方式。
戶政司 國民身分證上父母欄列印規定為何？
戶政司 假結婚辦理取消戶籍
戶政司 可否提供目前已有人使用姓名供民眾查詢？
戶政司 於戶政系統上門牌查詢資料，無法查詢到欲查詢的資料
戶政司 外籍配偶的非婚生子女如何辦理戶籍登記？
戶政司 如何辦理同址分戶（在同一戶籍地址內，不同戶間另立新戶）？
戶政司 如何認定是否具有中華民國國籍？歸化國籍和回復國籍差異性？
戶政司 戶政司網站下載的中英文結婚書約是否具有效力？
戶政司 戶政司全球資訊網中的「國民身分證領補換資料查詢作業」系統是否可以提供給一般企業公司串接機制或API模式呢?
戶政司 如何於戶政司網站查詢日治時期地址？
戶政司 如何申請「回復國籍許可證書」？
戶政司 身分證字號裡有號碼4是否可以改號?
戶政司 戶政司全球資訊網首頁選項無法辨識：
戶政司 申請電子戶籍謄本出現錯誤代碼「PE1141查無資料」。
戶政司 外國人申請歸化時須符合無不良素行，且無警察刑事紀錄證明之刑事案件紀錄要件。
戶政司 如何與外籍人士辦理結婚登記？
戶政司 在國外死亡應如何辦理死亡登記?
戶政司 在大陸地區死亡者應如何辦理？
戶政司 小孩在國外出生，要如何在臺灣辦理出生登記？
戶政司 如何辦理初設戶籍登記？應備文件及方式？
戶政司 房東不提供權狀，要怎麼遷戶口？
戶政司 還沒拿到所有權狀，要怎麼樣才能遷戶口？
戶政司 想知道自己的房子有沒有不認識的人設戶口，應該怎麼辦？
戶政司 戶長遷出，小孩可以當戶長嗎？或是有那些條件資格？
戶政司 倘未成年子女之權利義務行使負擔原歸屬父母一方，嗣後其父母再次結婚或生父認領未成年子女後與生母結婚，其未成年子女權利義務如何行使負擔？
戶政司 被認領者係在國外出生，未在台設有戶籍，生父應如何辦理認領登記？
戶政司 大陸女子逾期居留，與國人所生之非婚生子女，如何辦理出生與認領登記？
戶政司 戶口名簿遺失了，是否一定要先回原戶籍地戶政事務所辦理補發後，再到遷入地戶政事務所辦理遷入？
戶政司 電子戶籍謄本驗證
戶政司 網路預約申請無法點選想要預約的登記項目及日期時間
戶政司 想要預約明天的戶政登記,為何無法申請預約?
戶政司 在網路上申請預約登記成功,就代表完成戶籍登記了嗎?
戶政司 想在網路預約申請大宗謄本,為什麼有的戶所沒有開放這個項目?
戶政司 為什麼申請預約大宗謄本僅能使用自然人憑證驗證,其他預約項目可用出生日期驗證
戶政司 請問現行得異地辦理戶籍登記事項為何？
戶政司 養父死亡，與養母終止收養可否回復原生父姓？
戶政司 請問若養父母都已死亡，是否可終止收養並恢復本姓氏？
戶政司 電子戶籍謄本騰本密碼保護機制
戶政司 出現全戶或部分電子戶籍謄本暫無法取用
戶政司 戶籍謄本申請管道
戶政司 電子戶籍謄本效期
戶政司 陳情專線
戶政司 寄居者申請電子戶籍謄本
戶政司 更正出生年月日應提憑何證件辦理？
戶政司 子女出生別如何排序？
戶政司 新式戶口名簿
戶政司 未滿20歲者得否單獨立戶?
戶政司 InternetExplorer無法下載…InternetExplorer無法開啟這個網際網路。可能是因為要求的網站無法使用或找不到，請稍後再試。
戶政司 電子戶籍謄本無法進入畫面執行、教育程度程度查詢無反應等狀況。
戶政司 日據時期州郡
戶政司 結（離）婚證明書之適格申請人?
戶政司 申請結（離）婚證明書應備證件?
戶政司 結（離）婚證明書要向何一戶政事務所申請？
戶政司 戶口名簿驗證
戶政司 如何申購人口統計資料？
戶政司 申請電子戶籍謄本出現ER0001
戶政司 因出國2年被代辦遷出國外，回國後應如何辦理恢復戶籍？
戶政司 出境未滿2年可否辦理遷出國外？
戶政司 網路預約戶政登記無法點選戶籍所在縣市.鄉鎮市區.預約日期時間
戶政司 電子戶籍謄本
戶政司 戶籍登記錯誤，如何更正？
戶政司 電子戶籍謄本
戶政司 國民身分證
戶政司 請問我國人口政策相關問題辦理機關為何？
戶政司 申請結婚證明書應備證件?
戶政司 申請婚姻紀錄證明書、遷徙紀錄證明書或姓名更改紀錄證明書應備證件?
戶政司 婚姻紀錄證明書、遷徙紀錄證明書或姓名更改紀錄證明書要向何一戶政事務所申請？
戶政司 印鑑證明有時效性嗎？
戶政司 本人受國外親友委託辦理印鑑證明但授權書上書明辦理印鑑證明20份，可是目前只需用10份，其餘可否分次領取？
戶政司 當事人在國外可以委託他人辦理印鑑嗎？
戶政司 已廢止或遺失之印鑑章再尋回，可否申請為新印鑑或再辦印鑑變更，回復使用？
戶政司 受監護人，可否由監護人代為申請印鑑證明？
戶政司 未成年可以辦理印鑑證明嗎？
戶政司 矯正機關收容人之印鑑登記（證明），如何辦理？
戶政司 申請印鑑登記、印鑑變更、印鑑廢止、印鑑證明之相關規定及注意事項。
戶政司 如何查詢國籍變更案件進度
戶政司 戶口名簿請領紀錄查詢
戶政司 戶籍異動跨機關通報
戶政司 嘉義縣政府轄下戶政事務所合併
戶政司 雲林縣戶政事務所合併
戶政司 通報亡故者資訊至壽險公會，轉由保險公司清查保單服務
戶政司 申請人口統計資料需要付規費嗎？
戶政司 辦理教育程度查記原因為何？民眾如何自行辦理教育程度註記？
戶政司 人口及住宅普查內容為何？現在是由哪個機關主辦？
戶政司 目前有無統計行職業人口數資料？
戶政司 具有我國國籍之證明文件
戶政司 請問要如何查詢政府機關舉辦之單身聯誼活動資訊呢？
戶政司 司長信箱
戶政司 網路申辦服不能使用（含電子戶籍謄本、國民身分證掛失等105年12月24日生效）
戶政司 戶口名簿
戶政司 戶籍資料異動跨機關通報服務進度查詢
戶政司 以健保卡申請電子戶籍謄本
戶政司 歸化國籍之高級專業人才認定標準為何？
戶政司 如何確認中央目的事業主管機關？
戶政司 外國高級專業人才如何申請歸化
戶政司 柬埔寨籍人士申請歸化我國國籍是否須喪失柬埔寨國籍證明
戶政司 非本國籍兒童、少年之生父不詳，生母為外國人已出境或遭遣返回國、行方不明者，該兒童、少年之國籍應如何認定？
戶政司 國人如何與柬埔寨籍配偶在臺辦理結婚登記?
戶政司 國人生父如何辦理柬籍非婚生子女之認領登記？
戶政司 國民身分證領補換查詢
戶政司 臺南市戶政事務所合併
戶政司 國民身分證掛失暨撤銷掛失
戶政司 戶口名簿請領紀錄查詢
戶政司 同性伴侶異地註記FAQ
戶政司 出生登記異地辦理FAQ
戶政司 村里街路門牌查詢
戶政司 有關雙重國籍人士返國，應如何恢復戶籍？
戶政司 國民身分證領補換查詢
戶政司 辦理人別確認條件、應備文件？
戶政司 出生登記或死亡登記同時申請通報勞保局申請勞保/國保生育給付或勞保家屬死亡給付
戶政司 自107年7月16日起辦理出生及死亡登記，可同時通報勞保局申請勞工保險或國民年金保險生育給付，及勞工保險家屬死亡給付?
戶政司 梅花卡高級專業人才歸化程序
戶政司 新身分證規劃
戶政司 電子戶籍謄本申請理由
戶政司 出生地為國外、新彊、西藏者，首次申辦或換領辦台胞證須檢附歸化許可證書，如已遺失者應如何辦理換發?如為89年以前取得國籍者應如何辦理?
戶政司 電子戶籍謄本驗證
戶政司 國民身分證變更查詢
戶政司 人口統計開放資料哪裡找？
戶政司 本部姓名統計分析專書內容有哪些?
戶政司 內政部有舉辦單身聯誼活動嗎？
戶政司 如欲申請換、補發國籍許可證書，應如何辦理?
戶政司 大陸地區人民，想入中華民國國籍，應如何辦理?
戶政司 當事人原登記之印鑑，何種情形會當然廢止？
戶政司 戶籍資料異動跨機關通報服務（非一站式通報服務）
戶政司 戶籍資料異動跨機關通報
戶政司 國民身分證掛失(免自然人憑證)
戶政司 國民身分證領補換查詢
戶政司 跨機關通報服務
戶政司 戶口名簿請領紀錄查詢
戶政司 國民身分證撤銷掛失(免自然人憑證)
戶政司 國民身分證領補換查詢
戶政司 國民身分證掛失語音辨識系統
戶政司 大宗戶籍謄本申請
戶政司 印鑑登記申請書、印鑑變更登記申請書之「印鑑登記有效期限」是否為必填欄位？
戶政司 未於法定期間內完成戶籍登記之罰鍰
戶政司 國民身分證領補換資料查驗作業API介接服務
戶政司 國民身分證影像檔上傳
戶政司 申請電子戶籍謄本出現自然人憑證驗證失敗
戶政司 國民身分證掛失(免自然人憑證)
戶政司 戶籍資料異動跨機關通報
戶政司 輔助登記應如何辦理？
戶政司 網路預約戶政登記服務無法點選想要預約的登記項目及日期時間？
戶政司 無法預約明天的網路預約戶政登記服務？
戶政司 在網路上預約戶政登記服務成功，是否代表完成戶籍登記？
戶政司 我想用網路預約戶政登記服務，但是網頁不給我點選戶籍所在縣市、鄉鎮市區及預約日期時間。
戶政司 倘未成年子女之權利義務行使負擔原歸屬父母一方，後父母重新協議後，其未成年子女權利義務行使負擔登記應由誰來辦理？
戶政司 申請現戶全戶電子戶籍謄本時，出現「現戶全戶電子戶籍謄本無申辦作業需求，請重新執行作業」之訊息，如何處理？
戶政司 申辦電子戶籍謄本時，於顯示申辦作業執行完成畫面後，為什麼點選「下載簽章檔案」或「瀏覽電子戶籍謄本（PDF檔）」無法顯示網頁？
戶政司 為什麼電子戶籍謄本上姓名會出現黑色方塊（顯示不出完整名字），會影響效力嗎？
戶政司 申請電子戶籍謄本時，出現「RS5002傳送至工作站失敗請檢核」之訊息，如何處理？
戶政司 電子戶籍謄本之電子文件檔案（asdt檔）如何開啟？
戶政司 國民身分證領補換資料查驗作業API介接服務
戶政司 戶政司全球資訊網中的「國民身分證領補換資料查詢作業」系統是否可以提供給一般企業公司串接機制或API模式呢?
戶政司 戶籍資料異動跨機關通報
戶政司 戶籍異動跨機關通報
戶政司 公務機關可否申請國民身分證領補換查驗作業API介接服務
戶政司 戶政事務所同日受理同1申請人2次以上補領國民身分證申請
民政司 總統、副總統選舉，選舉人之資格條件為何？
民政司 公職人員選舉，選舉人之資格條件為何？
民政司 誰可以收受政治獻金？
民政司 政黨及擬參選人欲收受政治獻金者，應先開設政治獻金專戶報經許可，該專戶如何申請？
民政司 擬參選人收受政治獻金有無期間規定？
民政司 什麼是遊說？
民政司 請問縣市改制直轄市前後，臺灣地方自治團體有何變化？
民政司 請問如何查閱縣市改制直轄市之明確日期、改制名稱、相關公文及改制計畫？
民政司 縣市改制直轄市，改制後行政區域有何變更？
民政司 現行縣(市)可否單獨改制或合併改制為直轄市，條件及程序為何?
民政司 全國鄉、鎮、市、區、村、里的名稱可以去哪裡查詢或下載？
民政司 地方政府如何辦理結盟事宜？
民政司 地方政府如何申辦興建辦公大樓補助款事宜？
民政司 請問如何查詢寺廟、宗教財團法人或神明會等宗教團體的資料？
民政司 內政部表揚宗教團體興辦公益慈善之標準為何？
民政司 宗教團體申請外籍人士來臺研修宗教教義其資格及申請程序為何？
民政司 申請大陸地區宗教專業人士來臺專業交流之資格為何？
民政司 購買生前殯葬服務契約之注意事項
民政司 家人共同孝親，可以一起推薦參加初選嗎？
民政司 如何取得各直轄市縣市議會議長、副議長、議員以及鄉鎮市民代表會主席、副主席、代表名冊?
民政司 直轄市/縣(市)議員、鄉（鎮、市、區）民代表選區應選名額如何查閱？
民政司 為什麼要推廣環保自然葬法及線上追思？
民政司 以外資成立之本國公司是否可捐贈政治獻金？
民政司 政治獻金是否有限制個人、公司名義分別可捐贈多少？
民政司 政治獻金法中要如何認定累積虧損?
民政司 購買生前契約或納骨塔位消費糾紛各縣市申訴窗口
民政司 購買納骨塔位是否需附帶購買土地及建物持分？
民政司 縣轄市人口必須超過10萬人，假設後來又不足10萬人，是否會降級？
民政司 詢問祭祀公業地籍清理承辦人員資格。
民政司 內政部會議規範如何網路查詢。
民政司 銀行業者是否可以直接公開拍賣被當作擔保品的納骨塔?
民政司 我家有好幾筆祭祀公業土地，尚未清理，請問如何辦理申報？
民政司 同一祭祀公業有二人以上申報者，公所應如何處理？
民政司 現在還可以申報祭祀公業土地嗎？
民政司 調解成立尚未經法院核定，是否屬強制執行法第4條所規定之直執行名義？
民政司 調解事件到那裡申請？鄉鎮市調解委員會辦理那些調解事件？
民政司 寺廟住址、奉祀神祇資料如何查詢？
民政司 受理寺廟登記機關為何？
民政司 寺廟登記要件為何？
民政司 以神祇、未依法登記之寺廟或宗教團體名義登記之土地，寺廟或宗教團體依據地籍清理條例規定，應向何機關申報發給同一主體證明？
民政司 興建及修繕村里集會所活動中心，其公有土地的規定?
民政司 如何線上查詢/下載「地方制度法」解釋函令(函釋)？
民政司 直轄市長/縣（市）長/鄉（鎮、市）長/村（里）長停職規定如何？
民政司 縣市改制直轄市有無退場機制？
民政司 已清理祭祀公業未依規定辦理選擇處理土地或建物，直轄市、縣市主管機關何時辦理囑託登記？
民政司 請問全國已經有多少祭祀公業申請登記為祭祀公業法人
民政司 海外華僑如何行使總統、副總統選舉權？
民政司 如何申請遊說登記？
民政司 54年施行之會議規範，是否有作修正，又其效力如何？
