部門 問題
國家通訊傳播委員會 RCB:09502038，主旨：同一設備同時申請多組廠牌、型號，可否一份申請書，同時申請多組系列？
國家通訊傳播委員會 RCB:09502039，主旨：插卡形式(CF card or SD card等)的ＲＦ產品，以end product來申請型式認證與平台要求
國家通訊傳播委員會 RCB:09502040，主旨：國外廠商的申請案件, 申請者與製造商不同名稱，接受其申請?
國家通訊傳播委員會 RCB:09502041，主旨：具電信終端設備功能之複合性產品，檢驗電磁相容及BSMI證書規定。
國家通訊傳播委員會 RCB:09403001，主旨：RFID測試一致性功率限制測法
國家通訊傳播委員會 RCB:09403002，主旨：較低功率數位調變是否可適用低功率射頻電機技術規範第3.10.2節？
國家通訊傳播委員會 販賣用電信終端設備型式認證申請作業流程?
國家通訊傳播委員會 網路電話是否屬電信終端設備？
國家通訊傳播委員會 電信管制射頻器材型式認證作業流程？
國家通訊傳播委員會 電信管制射頻器材完全模組適用任何平台疑義？
國家通訊傳播委員會 2G/3G行動通訊終端設備搭配的所有天線都須經測試評估？
國家通訊傳播委員會 申請模組認證自我檢視聲明書(空白)？
國家通訊傳播委員會 低功率射頻電機發射器模組認證規定？
國家通訊傳播委員會 測試實驗室或驗證機構發射器模組認證認定建議書(空白)？
國家通訊傳播委員會 筆記型電腦平台設備的系列機種判別基準？
國家通訊傳播委員會 行動通訊模組安裝於筆記型電腦的平台設備收費基準？
國家通訊傳播委員會 廠商產品Detector(雷達偵測器)半成品於海關卡關，是否應需NCC認證或如何將產品進口？
國家通訊傳播委員會 販賣用電信終端設備型式認證申請作業流程?
國家通訊傳播委員會 植入式醫療通訊服務發射器，使用頻率為315MHz是否可比照FCC測試模式申請認證？
國家通訊傳播委員會 如廠商欲新增天線, 是否要提供該次申請之天線照片?
國家通訊傳播委員會 行動電話模組安裝在多組平台(如筆記型電腦)，可以同時將所有適用的平台資料登錄在同一張證書?
國家通訊傳播委員會 採用跳頻或數位調變技術的922-928MHz RFID器材審驗規費為6000元或9800元？
國家通訊傳播委員會 電信終端設備審驗費收費標準？
國家通訊傳播委員會 販賣用電信終端設備申請型式認證應檢附文件？
國家通訊傳播委員會 販賣用電信管制射頻器材申請型式認證應檢附文件？
國家通訊傳播委員會 販賣用電信管制射頻器材型式認證申請書?
國家通訊傳播委員會 販賣用電信終端設備型式認證申請書?
國家通訊傳播委員會 NCC標誌電子檔
國家通訊傳播委員會 合格標籤授權報備程序及檢附文件？
國家通訊傳播委員會 我國認可之國內電信設備測試實驗室？
國家通訊傳播委員會 我國認可之國外電信設備測試實驗室？
國家通訊傳播委員會 我國認可之國內電信設備驗證機構？
國家通訊傳播委員會 我國認可之國外電信設備驗證機構？
國家通訊傳播委員會 如何查詢電信產品是否已取得型式認證合格？
國家通訊傳播委員會 低功率射頻電機審驗費收費標準？
國家通訊傳播委員會 多元文化的概念為何？
國家通訊傳播委員會 國家通訊傳播委員會為何辦理多元文化業務？
國家通訊傳播委員會 國家通訊傳播委員會對促進傳播媒體多元文化政策主張為何？
國家通訊傳播委員會 國家通訊傳播委員會委託辦理「廣電媒體多元文化指標研究」目的為何？
國家通訊傳播委員會 依「廣電媒體多元文化指標研究」結果，多元文化的核心價值為何？
國家通訊傳播委員會 國家通訊傳播委員會為何補助製播廣電多元文化節目？
國家通訊傳播委員會 國家通訊傳播委員會辦理「廣電媒體多元文化人才培訓」方式為何？
國家通訊傳播委員會 多元文化在性別議題上，重視什麼？
國家通訊傳播委員會 媒體應如何處理弱勢族群的新聞及節目？
國家通訊傳播委員會 以族群的分類為例，廣電媒體如何呈現多元文化？
國家通訊傳播委員會 製作多元文化的節目，會不會影響商業電視臺的收視率？
國家通訊傳播委員會 國家通訊傳播委員會在「通訊傳播管理法」（草案）中對多元文化相關規定為何？
國家通訊傳播委員會 國外對於促進多元文化均衡發展的作法為何？
國家通訊傳播委員會 何謂資通安全產品?
國家通訊傳播委員會 何謂保護剖繪（Protection Profile，簡稱PP）?
國家通訊傳播委員會 資通安全產品及保護剖繪所遵循之技術規範為何？
國家通訊傳播委員會 資通安全產品及保護剖繪有那些安全等級？
國家通訊傳播委員會 何謂安全標的（Security Target，簡稱ST）？
國家通訊傳播委員會 資通安全產品及保護剖繪有那些審驗類別?
國家通訊傳播委員會 那個單位是我國資通安全產品及保護剖繪審驗的主管機關？
國家通訊傳播委員會 如何取得資通安全產品審驗證明？
國家通訊傳播委員會 建立資通安全產品審驗之目的及效益為何？
國家通訊傳播委員會 取得資通安全產品審驗後，對申請審驗產品的公司有什麼幫助或好處?
國家通訊傳播委員會 資通安全產品及保護剖繪審驗作業程序為何?
國家通訊傳播委員會 我國資通安全產品及保護剖繪審驗所依據之相關法規為何？
國家通訊傳播委員會 資通安全測試實驗室需要符合那些規定或要求？
國家通訊傳播委員會 那些資通安全測試實驗室經過主管機關認可？
國家通訊傳播委員會 國外資通安全產品審驗制度為何?
國家通訊傳播委員會 申請資通安全審驗需自備那些知識？
國家通訊傳播委員會 資通安全產品或保護剖繪是否在開發完成後再提出審驗？
國家通訊傳播委員會 申請資通安全產品或保護剖繪審驗時，需自備那些文件?
國家通訊傳播委員會 申請者如何準備審驗所需安全標的（ST）或保護剖繪（PP）之評估文件？
國家通訊傳播委員會 申請資通安全產品或保護剖繪審驗時，需要繳交那些費用？
國家通訊傳播委員會 完成資通安全產品或保護剖繪審驗需要多少時間？
國家通訊傳播委員會 如何取得資通安全產品或保護剖繪審驗合格之資訊？
國家通訊傳播委員會 審驗合格之資通安全產品是否表示已足夠安全？
國家通訊傳播委員會 資訊安全管理系統（簡稱ISMS）驗證制度是否屬於資通安全產品及保護剖繪審驗範疇？
國家通訊傳播委員會 資通安全產品及保護剖繪審驗與資訊安全管理系統（ISMS）驗證有何不同?
國家通訊傳播委員會 補助製播廣電多元文化節目案：於作業要點八、考評與其他中規定：相關宣傳、記者會、座談、研習、演講等重要場合，應於活動前通知本會，但有時礙於相關因素，恐無法於活動前通知本會時，應如何處理？
國家通訊傳播委員會 補助製播廣電多元文化節目作業要點之七、撥款事宜中規定：「計畫執行後若有剩餘款項，應按本會補助比例繳回。」是否反而導致獲補助者要貼錢給本會？
國家通訊傳播委員會 補助製播廣電多元文化節目案：關於補助金額不超過50%相關疑問。
國家通訊傳播委員會 補助製播廣電多元文化節目案：若申請之節目未獲補助，於廣電事業評鑑時是否會受到影響？
國家通訊傳播委員會 補助製播廣電多元文化節目案：申請之節目於送件時，是否需要檢附視聽帶？
國家通訊傳播委員會 補助製播廣電多元文化節目案：若節目已在異國或大陸地區播出過（未曾於國內播出），可否申請補助？
國家通訊傳播委員會 補助製播廣電多元文化節目作業要點五、審查作業之書面審查中規定：「申請補助之節目為數位化內容時，將於書面審查時酌予加分」，請問理由何在？另外若以數位格式錄製，但在類比頻道播出，是否仍可於書面審查時加分？
國家通訊傳播委員會 補助製播廣電多元文化節目案：已獲補助之節目，是否仍可更改計畫書及其他相關內容？
國家通訊傳播委員會 補助製播廣電多元文化節目案：若為現場直播、常態性或長時間播出之節目申請補助，但恐難於12月3日前備妥完整電視節目VCD或DVD影片、照片、廣播節目CD樣帶，該如何處理？
國家通訊傳播委員會 補助製播廣電多元文化節目作業要點中規定：經常性人事費、設備費不予補助，請問可否簡要舉例說明？
國家通訊傳播委員會 補助製播廣電多元文化節目案：請問本補助案為何僅補助6至12件？且每一補助案之補助款亦不多？
國家通訊傳播委員會 補助製播廣電多元文化節目案：補助對象所稱之「非政府組織」是指NGO嗎？
國家通訊傳播委員會 補助製播廣電多元文化節目案：請解釋「多元文化」之定義？
國家通訊傳播委員會 環保署公告之非游離輻射環境建議值為何？其建議值以不同單位表示之對照數值為何？我國行動通信系統基地臺之最大電磁波功率密度管制限值為何？
國家通訊傳播委員會 在網路上發現誹謗的文章或常有不明人士打電話來說一夜情要多少錢等應如何處理？
國家通訊傳播委員會 我想要申請電話，不知怎麼辦理？
國家通訊傳播委員會 各公、民營電信業者各項資費收費標準可在何處取得或查詢？
國家通訊傳播委員會 請問選購大哥大是否需指明貼有審驗合格標籤？為什麼？
國家通訊傳播委員會 我家電視受到電波干擾模糊不清，應如何處理？
國家通訊傳播委員會 住家電話有廣播電台的聲音，貴會可否幫忙處理？
國家通訊傳播委員會 請問我可以向那些有線電視業者申請寬頻上網服務？
國家通訊傳播委員會 什麼叫做定址鎖碼？
國家通訊傳播委員會 為什麼要推動有線廣播電視定址鎖碼？
國家通訊傳播委員會 電信頻率使用費可否以支票繳納？抬頭應如何書寫？
國家通訊傳播委員會 遇到有關有線電視系統之節目管理、廣告管理、費用及權利保護等問題時，請問該向誰反映？
國家通訊傳播委員會 遇到家裡外牆之有線電視系統壁掛問題時，請問該向誰反映？
國家通訊傳播委員會 家裡有線電視接收之信號品質不良或有問題時，請問要向誰反映？
國家通訊傳播委員會 我家附近設有廣播電台，請問廣播電視、電台輻射的電波對人體是否會造成傷害？
國家通訊傳播委員會 何謂關於基地台電磁波之量測服務？
國家通訊傳播委員會 基地台除了電磁波之外，是否有其他輻射種類？相關規範標準是什麼？
國家通訊傳播委員會 我家電話被盜打，請問要如何申訴？
國家通訊傳播委員會 家裡最近常接到莫名奇妙的騷擾電話，可否查出對方是誰？
國家通訊傳播委員會 網路撥接帳號被冒用應如何處理？
國家通訊傳播委員會 電信頻率使用費收費期間為何？另繳費期間為何？
國家通訊傳播委員會 我要繳電信監理證照費，一定要親自到貴會去繳嗎？
國家通訊傳播委員會 衛星轉頻器是否需繳交無線電頻率使用費？
國家通訊傳播委員會 應如何申請電信工程人員資格證？簡章如何取得？
國家通訊傳播委員會 請問高級電信工程人員或電信工程人員應如何辦理報備事宜？
國家通訊傳播委員會 請問辦法修改後，原已取得高級電信工程人員或電信工程人員資格證者，是否會權益受損？
國家通訊傳播委員會 請問辦法修改後，原已取得電信工程人員資格證者，是否仍可辦理升級換照事宜？
國家通訊傳播委員會 非屬電信事業者是否得報備所遴用高級電信工程人員或電信工程人員？
國家通訊傳播委員會 現在是否仍可申請電信工程人員資格證？
國家通訊傳播委員會 持有電信工程人員資格證滿五年，可否換發高級電信工程人員資格證？
國家通訊傳播委員會 原持有之電信工程人員資格證是否有效？遺失是否可申請補發？
國家通訊傳播委員會 電信業電腦處理個人資料登記執照應如何申請？
國家通訊傳播委員會 有國外郵寄行動電話給我，現被留置在郵局，請問要如何申請進口護照？
國家通訊傳播委員會 如何申請有關電信事業購置自動化設備或技術投資抵減？
國家通訊傳播委員會 如何取得第二類電信事業申請書表？申請第二類電信事業執照受理地點？
國家通訊傳播委員會 第二類電信事業許可執照應如何申請？費用多少？
國家通訊傳播委員會 第二類電信事業許可執照可否出租、轉讓？
國家通訊傳播委員會 申請第二類電信事業執照有無外資、資本額限制？
國家通訊傳播委員會 架設網站從事資訊提供服務,是否需申請第二類電信事業執照？
國家通訊傳播委員會 第二類電信事業變更事項申請，是否需繳費？
國家通訊傳播委員會 申請第二類電信事業付費語音資訊業務（0204服務）之程序為何？
國家通訊傳播委員會 請問進口大哥大販賣是否需要辦理審驗？要如何申辦？是否需繳費？
國家通訊傳播委員會 申請新設船舶無線電臺是否須向船籍所在之電信監理處辦理？
國家通訊傳播委員會 船舶無線電台應如何申請審驗？該備妥什麼證件？
國家通訊傳播委員會 船舶電信管制器材監燬、封存如何申請？
國家通訊傳播委員會 我要換發專用無線電台執照，要如何辦理？
國家通訊傳播委員會 我要停用專用無線電台執照，應如何辦理？
國家通訊傳播委員會 小型行動無線電話機執照費一紙多少？期限幾年？
國家通訊傳播委員會 本公司之小型行動無線電話機已屆使用年限，如何申請報廢？無線電話機遺失要怎麼辦？
國家通訊傳播委員會 業餘無線電人員、電台執照如何換發、補發？
國家通訊傳播委員會 計程車無線電電台執照換領如何辦理？
國家通訊傳播委員會 業餘無線電電台審驗應如何申請？
國家通訊傳播委員會 專用電台審驗應如何申請？要準備什麼文件？
國家通訊傳播委員會 無線電話機不再使用，請問要如何辦理封存？
國家通訊傳播委員會 申請廣播電台，要如何辦理？要向哪個單位申請？
國家通訊傳播委員會 申請廣播電台遷移，請問要怎麼辦理？要檢附什麼資料？
國家通訊傳播委員會 廣播電台已經架設好了跟誰接洽查驗事宜？
國家通訊傳播委員會 如何申請衛星節目中繼業務執照﹖
國家通訊傳播委員會 如何申請DAB試播﹖
國家通訊傳播委員會 廣播電視業者如何申請使用衛星轉頻器﹖
國家通訊傳播委員會 如何辦理新設電臺頻率申請？
國家通訊傳播委員會 如何辦理低功率射頻電機型式認證？低功率射頻電機型式認證測試實驗室有那些費用？
國家通訊傳播委員會 低功率射頻電機型式認證，請問需要檢附那些文件？
國家通訊傳播委員會 信法第十二條第一類電信事業外資比例之規定如何？
國家通訊傳播委員會 第二類電信事業許可執照可否出租、轉讓？
國家通訊傳播委員會 申請第二類電信事業執照有無外資、資本額限制？
國家通訊傳播委員會 什麼叫做定址鎖碼？
國家通訊傳播委員會 為什麼要推動有線廣播電視定址鎖碼？
國家通訊傳播委員會 有線廣播電視系統可否經營寬頻網路上網服務？
國家通訊傳播委員會 有線廣播電視系統經營者因地形、地物阻隔，無法以有線電路傳輸中繼節目信號或為現場傳播之需要，能否使用微波方式傳送節目信號？
國家通訊傳播委員會 有線廣播電視電波干擾無線電視臺應如何管理？
國家通訊傳播委員會 定址鎖碼之查驗依據及查驗標準為何？
國家通訊傳播委員會 本會推動有線廣播電視系統定址鎖碼是否為了要配合行政院新聞局推動之分級付費辦法而實施查驗？
國家通訊傳播委員會 有線廣播電視纜線鋪設貼壁及附掛之管理機關為何？
國家通訊傳播委員會 數位電視何時開播﹖
國家通訊傳播委員會 如何索取「中華民國無線電頻率分配表」？
國家通訊傳播委員會 什麼是電磁波呢？
國家通訊傳播委員會 電磁波的分類為何?
國家通訊傳播委員會 為什麼會產生電磁波？
國家通訊傳播委員會 那些東西會產生電磁波？
國家通訊傳播委員會 電磁波對人體有害嗎？
國家通訊傳播委員會 其他具有公信力的組織如何看待行動通信電磁波之健康效應？
國家通訊傳播委員會 基地台設置遠一點、減少基地台數目就可以解決民眾抗爭問題?
國家通訊傳播委員會 基地臺設置後已有鄰近居民身體不適，電磁波究竟是否會危害人體健康？
國家通訊傳播委員會 民眾都直指罹患了癌症是因為架設了基地台，這如何解釋？
國家通訊傳播委員會 有那些單位擔任量測行動通信電磁波的工作？
國家通訊傳播委員會 行動通信電磁波的安全標準為何？政府如何管理？是否有法規可管？我國與世界先進國家的比較？
國家通訊傳播委員會 實地走訪基地台架設的地點去測值是否在標準的範圍內？
國家通訊傳播委員會 量測行動通信電磁波的儀器為何？
國家通訊傳播委員會 電磁波的測量單位是什麼？
國家通訊傳播委員會 基地台證照核發程序為何？
國家通訊傳播委員會 基地台天線架設距離住家過近，是否有法規可管？
國家通訊傳播委員會 業者未經住戶同意即私自架設基地台，可否請業者立即拆除？
國家通訊傳播委員會 業者未經附近住戶同意即私自架設基地台，可否請業者立即拆除？
國家通訊傳播委員會 管理委員會未經住戶同意行動電話業者架設基地台，可否請業者立即拆除？
國家通訊傳播委員會 基地台架設要不要申請雜項執照？
國家通訊傳播委員會 目前各縣市政府草擬「行動電話基地台設施自治條例」，其法律效力為何？
國家通訊傳播委員會 為什麼基地台電磁波的功率低? 為什麼需要那麼多基地台?
國家通訊傳播委員會 基地台電磁波會不會造成環境污染的問題？
國家通訊傳播委員會 基地台電磁波會不會對家電用品產生干擾作用呢？
國家通訊傳播委員會 架設一個基地台應該要間隔多少距離？
國家通訊傳播委員會 基地台設置範圍為何?是否設得愈遠愈好?
國家通訊傳播委員會 為什麼基地台要架設在人口較多的地區？
國家通訊傳播委員會 一個屋頂為什麼這麼多支天線、基地台？
國家通訊傳播委員會 常常見到一個屋頂就林立了一、二十支基地台，那會不會使電磁波變得更強？電磁波是否會累積強度？
國家通訊傳播委員會 其他國家的情況如何？也架設了很多基地台嗎?
國家通訊傳播委員會 少了基地台，後果是什麼?
國家通訊傳播委員會 遭住鄰抗爭之基地台，政府是否仍發給電台執照？已取得電台執照的基站，是否可因抗爭進行拆遷？
國家通訊傳播委員會 針對行動電話基地臺之架設類型及其所設位址，可分為那些？
國家通訊傳播委員會 未來國家通信傳播委員會針對行動電話基地台之架設、審驗將有 何處理措施？
國家通訊傳播委員會 民眾如何申請電磁波量測？
國家通訊傳播委員會 民眾如何查詢行動通信電磁波相關資料？
國家通訊傳播委員會 如果我要找電磁波相關資料，讓到哪裡查詢呢？
