部門 問題
勞動部職業安全衛生署 勞工人數為50人至299人之事業單位，若護理人員於同一天上、下午提供臨場健康服務，其臨場服務場次可否視為2次?
勞動部職業安全衛生署 同集團不同事業單位，可否由集團之一事業單位所僱用之護理人員，提供其他勞工人數未達300人以上事業單位之勞工健康服務？
勞動部職業安全衛生署 若特約之醫師臨場評估發現事業單位勞工有心理層面問題，應如何處理？
勞動部職業安全衛生署 如勞工有高血壓，依勞工健康保護規則附表12規定，是否即不得僱用其從事高架作業？
勞動部職業安全衛生署 職業安全衛生人員與健康服務護理人員，可否相互兼任？
勞動部職業安全衛生署 勞工人數300人以上之事業單位，其所特約之護理人員臨場服務頻率該如何計算？
勞動部職業安全衛生署 有關雇主蒐集與保存勞工健檢資料及依職業安全衛生法第6條2項規定所採取之過勞或肌肉骨骼疾病預防等措施，是否違反個人資料保護法之規定?又，勞工若不願意提供個人健康相關資料，配合事業單位所採取之措施，雇主該如何處理?
勞動部職業安全衛生署 健康檢查結果紀錄表是否需與「勞工健康保護規則」所規定之格式一致?
勞動部職業安全衛生署 辦理勞工健檢之醫護人員，若訓練合格證明文件遺失，該如何申請補發?
勞動部職業安全衛生署 粉塵作業勞工特殊體格及健康檢查之胸部X光片應由誰判讀？
勞動部職業安全衛生署 耳鼻喉科及胸腔科專科醫師是否也要接受相關訓練，方能執行健檢業務?
勞動部職業安全衛生署 辦理勞工健檢業務之醫護人員，其在職教育訓練之時數如何計算，又可在何處網路學習？
勞動部職業安全衛生署 醫療機構欲申請辦理勞工體格及健康檢查醫療機構之認可，應於何時提出申請?
勞動部職業安全衛生署 辦理勞工體格及健康檢查之醫療機構，是否可將檢查之項目，委託其他機構辦理?
勞動部職業安全衛生署 欲接受辦理勞工體格及健康檢查醫護人員之教育訓練，可在何處查詢相關訊息?
勞動部職業安全衛生署 辦理勞工體格及健康檢查之醫療機構，應如何通報勞工健康檢查之結果?
勞動部職業安全衛生署 辦理勞工體格及健康檢查醫療機構之醫護人員，得否以支援報備方式至其他醫療機構辦理健康檢查業務?
勞動部職業安全衛生署 認可醫療機構於辦理勞工體格及健康檢查時，得否超出勞工健康保護規則所定之檢查項目?
勞動部職業安全衛生署 勞工健康管理為3級或4級者，如醫師須進行現場評估，該費用應由誰付？
勞動部職業安全衛生署 特殊健檢紀錄「十一、應處理及注意事項」如醫師勾選第4項『檢查結果異常，應在期限內至聘有職業醫學科專科醫師之門診實施健康追蹤檢查』，事業單位要以何種假別核給勞工進行檢查？
勞動部職業安全衛生署 勞工人數299人以下之事業單位，若其風險兼具第二類及第三類，其護理人員之臨場服務頻率該如何計算？
勞動部職業安全衛生署 職安法中有關勞工代表之身分及產生方式為何
勞動部職業安全衛生署 事業總機構填報職業災害統計應與地區事業單位分別填報
勞動部職業安全衛生署 何謂勞工作業時間短暫？若作業時間不固定可以列入作業時間短暫之規範嗎？
勞動部職業安全衛生署 作業環境監測計畫及監測結果須要上網通報嗎？
勞動部職業安全衛生署 如果工作場所有適當之監測儀器，是否可自行辦理監測？
勞動部職業安全衛生署 設有中央管理方式之空氣調節設備之建築物室內作業場所，已依環保署「室內空氣品質管理法」規定辦理二氧化碳監測，是否仍須依「勞工作業環境監測實施辦法」規定辦理監測呢?
勞動部職業安全衛生署 認可醫療機構如更換負責人，是否需依「辦理勞工體格與健康檢查醫療機構認可及管理辦法」第10條第5項規定，重新申請辦理認可？
勞動部職業安全衛生署 事業單位可以直接請委託的勞工健檢醫院幫忙到系統登錄資料嗎?
勞動部職業安全衛生署 事業單位因為輪班或勞工人數眾多，由勞工健檢醫院分好幾梯次(日期)巡迴到廠(場)辦理特殊健康檢查，如何依勞工健康保護規則第26條之公告進行報備?
勞動部職業安全衛生署 有關雇主依職業安全衛生法第6條2項規定所採取之過勞、不法侵害或肌肉骨骼疾病預防等措施，相關執行紀錄是否可以電子方式保存?
勞動部職業安全衛生署 醫療院所醫事人員因檢體採樣或運送而接觸中性福馬林(含甲醛)，是否屬勞工健康保護規則之特別危害健康作業及是否須實施特殊體格(健康)檢查?
勞動部職業安全衛生署 勞工健康保護規則所定之急救藥品及器材應如何備置?
勞動部職業安全衛生署 百貨業者就職業安全衛生設施規則第324條之5之規定，應如何設置坐具？
勞動部職業安全衛生署 職業安全衛生管理人員之安全衛生在職教育訓練時數，自106年1月1日起由每2年6小時調整為12小時，前已擔任職業安全衛生管理人員者，其在職教育訓練時數屆時如何計算？
勞動部職業安全衛生署 職業安全衛生管理辦法第89條之1所定政府機關(構)之對象為何?
勞動部職業安全衛生署 國營事業與國防事業也適用該條文(職業安全衛生管理辦法第89條之1)規定嗎?
勞動部職業安全衛生署 政府機關（構）職業安全衛生管理規章及職業安全衛生管理計畫皆要送勞動部職安署審查，還是擇一送審即可?
勞動部職業安全衛生署 政府機關（構）職業安全衛生管理規章或職業安全衛生管理計畫應如何訂定?
勞動部職業安全衛生署 女性勞工母性健康保護實施辦法第8條之醫師，是否有限定何種科別醫師?
勞動部職業安全衛生署 分娩後未滿1年之女性勞工，是否可以從事輪班或夜間工作?
勞動部職業安全衛生署 勞工復工評估是否有規定特定科別醫生執行?
勞動部職業安全衛生署 事業單位勞工人數未達100人，是否須實施母性健康保護措施?又若事業單位無僱用醫護人員，該如何辦理?
勞動部職業安全衛生署 從事勞工健康服務醫護人員應如何報請備查？
勞動部職業安全衛生署 妊娠期間女性勞工工作空間之標準?搬運物品重量之計算方式?
勞動部職業安全衛生署 勞工不願意配合接受面談或指導，該如何處理?
勞動部職業安全衛生署 女性勞工母性健康保護期間，是否包含流產或死胎狀況?
勞動部職業安全衛生署 勞工之體格檢查費用應由雇主負擔？還是由勞工負擔呢?
勞動部職業安全衛生署 勞工體格與健康檢查之費用由誰負擔? 是否視為薪資所得?
勞動部職業安全衛生署 醫療機構可否自行開辦勞工體格及健康檢查醫護人員之相關訓練？
勞動部職業安全衛生署 勞工體格及健康檢查之身高、體重、腰圍及血壓量測，是否可由非醫事人員辦理?
勞動部職業安全衛生署 事業單位部分工作場所前已適用勞工安全衛生法，於職業安全衛生法擴大適用範圍後，其新增適用部分之職業安全衛生組織及人員如何設置？
勞動部職業安全衛生署 聘請工讀生辦理臨時性活動是否可免實施一般體格檢查？
勞動部職業安全衛生署 勞工人數未滿30人之事業單位，於106年1月1日職業安全衛生管理辦法修正施行後，是否需一律設置「丙種職業安全衛生業務主管」？
勞動部職業安全衛生署 A公司使用製造者、輸入者或供應者所提供之安全資料表，其內容第16項其他資料之製表單位及製表人是否須作修正?
勞動部職業安全衛生署 有關《優先管理化學品之指定及運作管理辦法》附表一所列化學品，運作場所如未有女性或未滿18歲之工作者運作該化學品，是否須辦理報請備查？
勞動部職業安全衛生署 新進食品從業人員及外籍勞工需做勞工一般體格檢查?若未做如何適性選配工?
勞動部職業安全衛生署 學校之交通車駕駛，其健康(體格)檢查適用之法規為何？其檢查之費用應由誰負擔?
勞動部職業安全衛生署 優先管理化學品有哪些呢？純物質才需要報備嗎？我的產品是混合物需要報請備查嗎？
勞動部職業安全衛生署 如何登錄報請備查之運作資料？
勞動部職業安全衛生署 《優先管理化學品之指定及運作管理辦法》何時開始實施？何時應登錄優先管理化學品運作資料呢？
勞動部職業安全衛生署 新進勞工體格檢查的檢查項目，包括哪些?
勞動部職業安全衛生署 新進勞工可以拿以前的體檢報告來繳交嗎?
勞動部職業安全衛生署 新進勞工體格檢查報告最晚要在何時繳交?
勞動部職業安全衛生署 雇主可以要求新進人員填寫切結書，如有傳染病就取消錄取資格或終止勞動契約嗎?
勞動部職業安全衛生署 職業運動員、醫師、實習醫師及實習生等人員是否適用職業安全衛生法？
勞動部職業安全衛生署 職業災害內容及統計表所定之非屬受僱勞工之其他工作者，其對象為何？
勞動部職業安全衛生署 職業災害內容及統計表所定之「非屬受僱勞工之其他工作者」，其對象是否包含「餐飲服務」、「清潔」及「保全」等勞務承攬廠商員工？
勞動部職業安全衛生署 職業災害內容及統計表所定之非屬受僱勞工之其他工作者，其對象為何？
勞動部職業安全衛生署 分娩後未滿1年之女性勞工，是否可以從事輪班或夜間工作?如果該勞工沒有哺餵母奶或自願上夜班，可否依其意願安排夜班?
勞動部職業安全衛生署 需要定期檢討安全資料表正確性嗎?
勞動部職業安全衛生署 「物質安全資料表」一定要修正抬頭為「安全資料表」嗎?
勞動部職業安全衛生署 安全資料表一定要依「危害性化學品標示及通識規則」所訂格式製作嗎?
勞動部職業安全衛生署 供應者提供化學品與事業單位前，所提供安全資料表，是否應將所有化學品成分列於成分辨識資料欄位?
勞動部職業安全衛生署 職安法施行前領有勞工安全衛生教育訓練結業證書，因部分職類名稱修正後，其資格是否受影響
勞動部職業安全衛生署 事業單位勞動場所發生何種職業災害需要通報？要如何通報？
勞動部職業安全衛生署 特別危害健康作業之勞工人數計算方式是以人數還是人次?
勞動部職業安全衛生署 勞工健康保護規則第3條附表3規定之專任護理人員是否應僱用?人力派遣或委託醫院特約可行否?
勞動部職業安全衛生署 事業單位危害風險為第一類，勞工人數3500人，其中特別危害健康作業勞工人數400人，應特約何種醫師？頻率要如何計算？
勞動部職業安全衛生署 「勞工健康服務執行紀錄表」要多久寫一次？由誰寫？可以用電子化保存資料嗎？
勞動部職業安全衛生署 事業單位若使特約之勞工健康服務醫師提供門診服務，是否能計入臨場服務次數？
勞動部職業安全衛生署 醫院(診所)之負責醫師更動時，要如何處理?
勞動部職業安全衛生署 勞工於變更從事特別危害健康作業時，其特殊健康檢查，是否也需分級實施健康管理？
勞動部職業安全衛生署 事業單位勞工特殊健檢之健檢管理三級之通報應在何時通報？如何通報？由誰通報？
勞動部職業安全衛生署 特殊健檢後勞工健康管理列為3級，應在何期限內進行健康追蹤檢查及通報？
勞動部職業安全衛生署 雇主是否應強制執行所屬員工於健康檢查時進行癌症篩檢，如未執行或勞工不同意，是否有違反規定？
勞動部職業安全衛生署 雇主新僱用未滿40歲之勞工，如勞工提出5年內的一般體格檢查或一般健康檢查報告，是否須要再實施一般體格檢查?
勞動部職業安全衛生署 有關食品從業人員之供膳作業健康檢查報告的留存規定為何? 餐飲業在職勞工的定期健康檢查項目為何?
勞動部職業安全衛生署 勞工接受健康檢查追蹤，要請何種假別?
勞動部職業安全衛生署 老闆沒幫勞工加保，勞工發生職業災害失能或死亡，有沒有補助？
勞動部職業安全衛生署 申請職業疾病生活津貼，可以發給多少錢？
勞動部職業安全衛生署 申請失能生活津貼，可以發給多少錢？
勞動部職業安全衛生署 申請職業訓練生活津貼需要什麼資格？
勞動部職業安全衛生署 申請看護補助需要有什麼條件？
勞動部職業安全衛生署 申請家屬補助有什麼資格限制？
勞動部職業安全衛生署 什麼時候發生的職業災害，才可以申請職業災害勞工保護法的補助?
勞動部職業安全衛生署 我是職災勞工，受傷住院治療以及出院在家療養期間都需要請看護，有沒有補助？
勞動部職業安全衛生署 申請死亡補助需要什麼資格？
勞動部職業安全衛生署 特殊健檢紀錄「十一、應處理及注意事項」如醫師勾選第2項『檢查結果異常，宜於期限內至醫療機構，實施健康追蹤檢查』，事業單位必須核給勞工公假進行檢查嗎？
勞動部職業安全衛生署 如何知道事業單位是否應實施環測？何時實施？又應進行何種項目測定？
勞動部職業安全衛生署 雇主如使認可醫療機構至該事業單位辦理巡迴勞工特殊健檢，是否仍需提供最近一次環測紀錄？
勞動部職業安全衛生署 認可醫療機構於辦理勞工一般或特殊體格(健康)檢查後，若提供勞工或事業單位之紀錄，未依法規規定或未述明應處理及注意事項、健康追蹤檢查等，致事業單位無法進行後續健康管理，事業單位是否有責？
勞動部職業安全衛生署 勞工一般或特殊體格(健康)檢查紀錄是否必須與法規規定格式一模一樣？
勞動部職業安全衛生署 在職勞工定期健康檢查的費用，是由公司全額支付？還是可由福利金支出?
勞動部職業安全衛生署 外籍勞工如果發生職業災害，職業災害勞工保護法有沒有補助？
勞動部職業安全衛生署 各類生活津貼及看護補助可以領多久？如何辦理續領？
勞動部職業安全衛生署 有加勞保的勞工發生職業災害，除了勞保給付外，還有什麼補助可以申請？
勞動部職業安全衛生署 我沒加勞保，因為工作罹患職業病，可不可以申請職業疾病生活津貼？
勞動部職業安全衛生署 我有加勞保，因為工作罹患職業病，可不可以申請職業疾病生活津貼？
勞動部職業安全衛生署 我沒加勞保，發生職業災害受傷，可不可以申請失能生活津貼？
勞動部職業安全衛生署 我有加勞保，發生職業災害受傷，可不可以申請失能生活津貼？
勞動部職業安全衛生署 職災勞工可不可以同時申請職業訓練生活津貼以及職業災害勞工保護法其他補助？
勞動部職業安全衛生署 為什麼我申請勞工保險給付檢送的診斷證明書，不可以用來申請器具補助？
勞動部職業安全衛生署 如果購買器具的統一發票或收據正本遺失或供其他用途，要如何申請器具補助？
勞動部職業安全衛生署 申請器具補助規定，應備妥6個月內購買器具之統一發票或收據正本，6個月內的期限要如何計算？
勞動部職業安全衛生署 發生職業災害勞工需要買輔助器具，有沒有補助？是不是全額補助？用壞了再買新的，還可以再申請補助嗎？
勞動部職業安全衛生署 申請失能補助需要什麼資格？
勞動部職業安全衛生署 我們公司沒幫員工加勞保，員工發生職業災害，老闆會不會被罰？
勞動部職業安全衛生署 「妊娠與分娩後女性及未滿十八歲勞工禁止從事危險性或有害性工作認定標準」所定一定重量以上之重物處理工作，如何判定其為斷續性作業與持續性作業
勞動部職業安全衛生署 職業運動員、醫師、實習醫師及實習生等人員是否適用職業安全衛生法？
勞動部職業安全衛生署 有關職業安全衛生法所定之適用、準用及比照等法律效果為何？
勞動部職業安全衛生署 職安法第15條與勞檢法第26條對「從事石油裂解石化工業」工作場所之監督管理，其差異性為何？
勞動部職業安全衛生署 職業安全衛生人員與健康服務醫護人員，可否相互兼任?
勞動部職業安全衛生署 上下班途中發生交通事故需住院治療，是否應依規定通報勞動檢查機構？是否可請領職災保險給付或請公傷假？
勞動部職業安全衛生署 職安法施行前領有勞工安全衛生教育訓練結業證書，因部分職類名稱修正後，其資格是否受影響？
勞動部職業安全衛生署 職安法新增適用事業之事業單位，其職業安全衛生組織應如何設置？
勞動部職業安全衛生署 職安法修正施行後，安全衛生工作守則是否應重新報備？
勞動部職業安全衛生署 職安法中有關勞工代表之身分及產生方式為何？
勞動部職業安全衛生署 事業單位對於職安法第6條第2項規定的異常工作負荷促發工作相關疾病(過勞)、執行職務因他人行為遭受身體或精神不法侵害(職場暴力)與肌肉骨骼疾病預防要怎麼做?
勞動部職業安全衛生署 訓練單位於103年7月3日後辦理結訓測驗，其結業證書內容是否配合修正?
勞動部職業安全衛生署 自營作業者同夥如因作業受傷而死亡，是否為職安法所稱之職業災害，應否依規定通報？
勞動部職業安全衛生署 職安法何時會正式施行？
勞動部職業安全衛生署 勞委會可否提供「職業安全衛生法修法重點」宣導資料？
勞動部職業安全衛生署 職安法通過後，勞動檢查執行人力是否不足？適用各業未來如何執行？
勞動部職業安全衛生署 現行作業環境測定制度，是否為導致勞工職業病及職業性癌症率相對偏高之原因？
勞動部職業安全衛生署 有關職安法修法後是否將所有公權力全部委外？
勞動部職業安全衛生署 雇主對在家工作者，是否也需等同廠場提供相同程度的保護？
勞動部職業安全衛生署 勞工如因過勞致死，是否可依職安法課予雇主刑責？
勞動部職業安全衛生署 未來派遣勞工是否也適用職安法規定？
勞動部職業安全衛生署 職安法說明會辦理場次太少，且不應限制每家公司報名人數？
勞動部職業安全衛生署 職安法擴大適用後與其他相關法律是否競合？
勞動部職業安全衛生署 未來對於勞工過勞等導致相關疾病之因果關係認定是否有困難？
