部門 問題
科技部 若計畫變更內容經校內簽核不同意，是否能再發函科技部重新審核變更內容？
科技部 經費流出流入，有時是校內簽准，有時是報經科技部同意流用，要如何知道截至目前為止之流用紀錄？每次申請都需要累加上次的流用紀錄嗎？
科技部 多年期計畫中，如果第一年有使用國外差旅費，但沒用完，第二年或第三年可以繼續使用嗎？還是需將第一年剩下的經費繳回科技部？
科技部 多年期計畫，如欲於第一年使用3個年度設備費共同購買第一年計畫所列設備，是否須申請變更，說明要使用3個年度的經費？或可以直接報銷？
科技部 貴部規定未來進行經費查核時，貴部認定浮濫者，將由管理費扣回，請問是否專指就地查核機構?
科技部 專題研究計畫經費支出用途變更彙報表內應填列之內容，係指報經貴部同意變更部分或機構內部行政程序簽准部分?
科技部 專題研究計畫經費支出用途變更彙報表應填列之內容，如由國外差旅費流入業務費，是否需在業務費與國外差旅費註記?
科技部 如經貴部審查報支浮濫，扣款金額大於機構內所補助管理費總額時，該如何處理?
科技部 如於計畫結束後送原始憑證至貴部審查，經貴部認定為不得核銷，該筆經費是否由管理費扣除?
科技部 科技部規定進行經費查核時，應出示有關行政作業規範、經費支用與計畫相關之處理流程文件。如為非就地查核單位，是否每一計畫辦理結報時皆須檢附?
科技部 科技部將經費核銷之審核權授權予學校後，學校在實際審核經費時需有更明確的準則以做判斷，因此是否能夠提供更具體的規範，以避免學校因擔心觸法而傾向更以嚴格之標準來審核？
科技部 科技部101.8.27臺會綜二字第1010057855號函規定，執行機構應建立內部分層負責機制，如校內已有分層負責機制，是否尚需另外建立?
科技部 若執行機構內部審核規定比貴部規定更嚴格，宜如何解決？
科技部 採購品項要與計畫「直接」有關之費用，由「誰」或「單位」來認定？
科技部 "經費流用的計算標準係以本次流用之金額或累計流用金額計算流出流入比例? Ex：如申請流用之經費比例未超過50%，但加總校內行政程序流用之金額累計已超過50%，該如何計算?"
科技部 3年期專題計畫如3年所核定經費皆不足，可於1次來申請3年度之經費追加嗎?
科技部 經費補助項目新增、支出用途變更及經費流用，得否溯及未經同意前之開支?
科技部 原計畫書內列舉之項目，未核列於經費核定清單中，是否得報支?
科技部 貴部所核定之補助項目(業務費、研究設備費，國外差旅費)如不敷支用，得否申請追加經費?
科技部 以公款採購是否可使用信用卡？又主持人以信用卡支付代墊款項，是否可核銷？
科技部 執行計畫產生之研發成果申請及維護專利費用，是否可用計畫經費報支？
科技部 "計畫主持人因參與研討會而所繳交之相關年費，是否可於業務費內核銷？ "
科技部 依據科技部補助專題研究計畫經費處理原則規定，增列5萬元以下之研究設備費項目，免報科技部，惟於經費結報時系統無研究設備費的欄位，應如何於線上製作收支明細報告表？
科技部 執行機構欲進行受試者測試之實驗，需請其他老師支援，因而所衍生之國內出差旅費，是否可由業務費支應？
科技部 計畫主持人費用所衍生之二代健保費用是否可於業務費項下支應？
科技部 租車費用是否可報支？若可以報支，金額是否有其上限？
科技部 計程車車資是否需檢據核銷？如無法取得應如何報支？
科技部 若計畫相關人員沒有支領計畫的薪資，是否仍可報支國內出差旅費？
科技部 若國外旅費編列10萬元，且有流用至業務費項下，卻無執行出國計畫，該國外旅費是否無需繳回？
科技部 若國外旅費核定20萬元，其中執行國際合作與移地研究及出席國際學術會議各10萬元，均未依原規劃執行支用經費，惟依研究需要將出席國際會議4萬元流用至業務費，於結報時，國外差旅費結餘款是否無需繳回？
科技部 如經費核定清單之研究設備費核定的品項為桌上型電腦，實際為購買筆記型電腦，是否需請計畫主持人加註文字說明同核定清單品項？
科技部 因執行計畫而購買之研究設備經報廢後進行拍賣，其變賣所得是否需繳回？
科技部 計畫主持人參加國內外研討會所產生之費用，主辦單位所開立的收據抬頭非學校名稱而為計畫主持人，應如何報支？
科技部 計畫主持人和其他研究人員是否可採用同一篇論文出席國際學術會議並報支國外差旅費？
科技部 如果老師為航空公司員工之眷屬，所購得之商務艙機票較經濟艙便宜，是否可以商務艙票價報支？
科技部 國外進行受試者測試時，該領據之幣值係用當地幣值或新臺幣換算？若該受試者無護照號碼該如何處理？
科技部 書籍低於1萬元不須列財產，但執行機構規定某一額度的圖書都要列財產，此二者規定是否有衝突？
科技部 補助計畫之原始憑證留存執行機構，如需銷毀計畫憑證是否需報請科技部同意或備查?
科技部 講座鐘點費支給表附則第6點規定，於該次授課鐘點費7成內衡酌支給教材費，其教材費之額度為另外支給或包含於授課鐘點費內？是否需檢據核銷？
科技部 計畫管理費如何計算？
科技部 計畫支用依規定由總主持人蓋章，實務上，共同主持人在同一校有三位，經費支用有分配額度，能否在經費分配額度內由共同主持人核章，還是一定要由總主持人核章？
科技部 計畫內人員之勞、健保費，係併同校內其他人員一併繳納，茲因保險費等繳費收據不能分割，且補助計畫件數眾多，按每一計畫每月檢附支出分攤表，增加作業負擔，能否簡化？
科技部 計畫補助經費如果不屬於科技部補助款(如:私校整合型計畫之配合款)，是否仍須受科技部規定規範?
科技部 印領清冊，由機構出示支付證明之外還要逐項請研究人力去蓋印領清冊的意義為何？
科技部 國外差旅的登機證遺失，航空公司沒辦法出登機証明，自動通關又沒辦法，可否以經手人證明來代替？
科技部 業務費可否列支研究人員從事特別危害健康作業特殊健康檢查費用?
科技部 未聘用到研究人力期間的人事費用，是否可以轉為購買耗材費用？
科技部 專題研究計畫直接相關之「問卷調查員膳食費用」是否屬於業務費項下之雜項費用?如計畫申請時未編列，應否依規定辦理計畫變更，並增列該項支出?
科技部 出國短期研究期間參加國際學術會議之交通費是否可以用他國外所在地到會議地點的飛機票或運輸交通工具等的收據去申報?
科技部 轉換任職單位時，計畫所購置設備是否可以跟著計畫主持人移轉到新單位?還是留置原單位使用?
科技部 計畫內所核定之研究主持費，如經主持人與共同主持人協商同意，可否申請變更為主持人與共同主持人2人每月各別支領5,000元?
科技部 如研究主持費需扣繳2%補充保費，惟該計畫並未核列管理費，應如何分攤?
科技部 計畫主持人無法前往國外參加會議，可否委由計畫內兼任人員參加，並報支國外差旅費，做計畫變更即可報支?或是共同主持人必須一同前往?
科技部 "專題研究計畫可支用出國差旅費的人有那些人?(主持人、共同主持人、其他… )"
科技部 計畫中如需人體試驗，可否以禮券或現金支付受試者費用?
科技部 邀請同校專家學者開會是否得支領出席費或專家諮詢費？
科技部 專題研究計畫中核給之國外差旅費，若一篇論文為兩個不同專題研究計畫的計畫主持人合著，該二計畫主持人是否可各自用各自的研究計畫請領國外差旅費?
科技部 按日或按時計酬之臨時人員得否報支國內外差旅費?
科技部 因實驗室之水電費無法用管理費支付全額，不足之部分可否由計畫業務費支付?
科技部 研究計畫項下聘任的專兼任人員，如參加國際學術會議並發表論文，是否如計畫主持人報支交通費跟生活費之標準？
科技部 "投保意外險是否有限制投保金額? (目前大部分的保險公司意外險多以一千萬為保額又外加附約)"
科技部 生態田野調查，除計畫內之研究人力，另有大學部學生隨行學習，此為培養未來研究人力，其差旅費是否可報銷？
科技部 問卷調查之受測者禮品費是否必須請受測人於收取禮品時，填列身分字號、戶籍地址及簽名?
科技部 專、兼任人員、臨時工加保勞健保，是否可以在計畫中支用；還是需從管理費中支用？
科技部 有些計畫無管理費，行政人員及專任人員協助計畫執行所衍生之加班費等間接費用又規定由管理費支應，該如何解決？
科技部 如原核定之出席國際會議差旅費經校內行政程序簽報核准變更為移地研究差旅費，惟就地查核時科技部不同意變更該如何處理?
科技部 如有計畫經費浮報虛報之情形發生，受罰之對象是否應以行為人為主，即計畫主持人，而非其所屬之單位？
科技部 專題研究計畫項下管理費可否支用研究人力健康檢查費用?
科技部 專題研究計畫內之國外差旅費(出席國際學術會議)與專案所補助國內專家學者出席國際學術會議有何不同?
科技部 國外差旅費如不敷支用，是否可由其他補助項目間流入?循校內行政程序辦理?或須經科技部同意?
科技部 審查計畫費用是否可以比照科技部標準，國內一件2000元，國外一件100元美金。(各機關學校出席費及稿費支給要點中，按件計酬者：中文690元，外文1040元。)
科技部 在家工作使用網路，網路費是否可以報銷？
科技部 野外調查或採集到公車無法抵達處或是有大型或是重量很重之儀器必須攜帶，必須自行開車之過路費或是加油費等是否可以核銷？
科技部 寄實驗樣本至國外，對方海關需課稅，此關稅費用是否可從計畫支付?
科技部 1萬元以上且使用年限2年以上須列財產並列管,裝設於野生動物身上的追蹤器該如何列管？如何填寫財產單？Ex:裝設於海龜或台灣黑熊上的追蹤器
科技部 管理費規定為統籌之用，PI是否得以個別使用?
科技部 研究設備費變更如何於線上系統登錄?又登錄之時點為何?
科技部 計畫主持人請博士後或博士生代為出席會議，是否可支領出席費?
科技部 國內與學界或產業界研究交流，非會議形式，是否可以報銷差旅費？
科技部 科技部的計畫結餘款之支用一般規定需與執行計畫相關之費用才能報支，若用在教學方面之經費可否以科技部結餘款報支？
科技部 管理費的報銷方式是否可以簡化？
科技部 舉辦國際學術研討會報支便當費，依說明雖無需檢附簽到單，但經費過於龐大且無任何佐證資料查核其發票之正確性，宜如何審認？
科技部 計畫結餘款過高是否影響下一年度計畫核定？
科技部 計畫主持人於計畫期初所購之碳粉匣，計畫期中或期末使用完畢，再購買卻遭剔帳，原因為何？又何謂大量購買？
科技部 利息收入及與計畫有關的收入需結繳科技部？目前此帳戶中含管理費或他單位補助經費，利息收入及與計畫有關的收入該如何認定？
科技部 整合型計畫或核心計畫，經費只撥給總計畫主持人，有些會轉撥到各子計畫主持人，有些則不會，造成用人單位的困擾，是否可將經費直接撥入子計畫主持人所在之機構，以避免此類困擾？
科技部 計畫經費轉撥至共同主持人任職機構之支用期間，得否溯及至執行期限開始之日？
科技部 管理費不敷支用是否可以自其他補助項目內流入?
科技部 管理費流出是否有比例限制?如流出比例超過50%，是否須報部同意?
科技部 依據國內學者出席國際會議辦法，合著者，原則上只補助一人，若計畫主持人與研究人力合著一篇論文，是否只能補助一人或是兩人皆可出席？
科技部 國外差旅費之支用如與專題研究計畫作業要點第六、(三)點出國種類定義不符，是否得報銷?EX：參加國際會議是否可順道到國外研究機構或學校作專題演講？
科技部 學生及老師簽准同意的研究人員，但是為沒有支領薪水的人，是否可以支用國外差旅費？
科技部 未動支之國外差旅費是否可以流用至其他補助經費?
科技部 儀器設備費購置後，若有剩餘，是否可轉移到其他費用項目？
科技部 依政府採購法，十萬元以上需公開招標，因有些化學標準品甚為昂貴，極易超過，未來是否有較為簡化之採購方式？
科技部 國外差旅費已執行且有剩餘，因執行計畫需要，須再流用至業務費，但此次流用比例未超過50%規定，此次情形僅須循執行機構行政程序核准即可，或因業務費流入總額仍超過50%之比例，仍需報科技部同意？
科技部 "不同研究計畫間之經費是否可相互流用?又不同研究計畫間是否可共買設備? Ex：計畫需要購買600萬儀器，可否由計畫研究設備費核銷三分之一，另三分之二由其它計畫經費核銷?"
科技部 計畫主持人加入學會成為終身會員，可否報支終身會費？
科技部 可否將業務費或其他經費流入主持費，主持人在延長計畫執行期間，延長執行期間是否主持費可由其他費用流入?
科技部 核定清單如未核列研究主持費，是否得循執行機構內部行政程序辦理增列?
科技部 業務費項下「研究人力費」、「耗材、物品、圖書及雜項費用」、「國外學者來臺費用」三子項，如任一子項未核定，於計畫執行期間經檢討確為研究計畫需要，是否須報部同意?
科技部 "常有老師至國外網站購書，要如何報銷？（多為order， invoice要另外加價）刷卡結帳者，是否可以用銀行列帳金額報銷？要附什麼資料？"
科技部 計畫主持人可否採買隨身碟、手機或iPAD？是否需要辦理財產管制事宜？
科技部 若同一計畫核定赴國外及大陸地區移地研究差旅費10萬元，出席國際學術會議差旅費10萬元，此二項差旅費額度是否可互相調整？或僅能以單項核定額度內支用？
科技部 計畫所核業務費原未核給專任人員是否可調整兼任人員或耗材等費用聘請專任人員？
科技部 轉撥至共同主持人任職機構支用之經費，如欲申請經費流用，得申請之權限為原執行機構或轉撥後單位?又轉撥經費流用比例如何計算?
科技部 管理費之使用應授權學校彈性運用，不要限制只能與「計畫執行」有關而不同意支援行政或總務庶務之支出。
科技部 "若計畫申請時，認定要參與國際會議地點與實際去的地點不同時(如：美國換成歐洲）， 需要申請變更嗎？"
科技部 國際研討會如在國內舉辦，教授發表研究成果論文之註冊費或報名費可否從出席國際研討會項下支應？
科技部 計畫主持人參加計畫執行期限內舉辦之國際會議，並已繳交註冊費及報名費，但收據開立日期為執行期限外，是否可以核銷？
科技部 如何報廢已到使用年限的研究設備？
科技部 經費處理原則第三點第三項規定，研究設備之變更，其變更之設備單價達新臺幣50萬元以上者，須於線上系統登錄，請問如各項單價均未達50萬元以上，但合計後達50萬元以上者，是否須於線上系統登錄?
科技部 研究設備費定義為金額1萬元以上且使用年限2年以上，而核定清單上研究設備費核定攝影機、升級套裝軟體、電腦設備等，購買時金額為1萬元以下，核銷項目屬業務費或研究設備費？
科技部 若要新增「國外學者來台費用」？需要提出那些變更申請文件？
科技部 「國內研討會報名費」，若有其他學生無酬協助該計畫的學生是否也可以列支研討會報名費？
科技部 計畫主持人若因研究需要出差，是否需事先報經執行機構核准？又依計畫主持人職級在服務單位屬出差不用提出事先請假證明，差旅核銷除檢附出差報支單外，還需附請假證明嗎？
科技部 業務費中之「耗材、物品、圖書及雜項費用」是否可報支在國內舉辦之國際性學術研討會報名費？
科技部 國內或國際性學會之年費或入會費是否有人數限制？
科技部 計畫項下已核有博士後研究人員費用，如博士後研究人員費用有賸餘款或未動支，可否流用或調整至其他支出?
科技部 圖書採購改列業務費支出，請問何種書籍須編列財產？
科技部 計畫內約用之研究人力，其敘薪標準及經費使用方式為何？
科技部 首次約用是以執行機構或個別計畫來認定?如計畫專任人員非首次約用，是否免受最低月支酬金之限制?
科技部 "專任人員係指專職從事專題研究計畫之工作人員，所謂「專職」是指全時間或不佔用上班時間或是不影響計畫執行的時間？ "
科技部 研究人力工作時數，科技部是否有相關規定或是依照執行機構規範？
科技部 兼任人員如國內出差辦理田野調查，是否可報支保險費？
科技部 有關兼任人員分級規定，講師、助教級係指與計畫性質相關之講師、助教或相當職級之人員，所謂「相當職級」是否有具體定義？還是授權由執行機構認定？
科技部 教育部107年5月公告自108年1月起教學助理全納勞健保，請問科技部補助計畫下的兼任人員是否比照辦理？
科技部 "臨時工可否執行出國計畫？ 對其簽奉核准的程序是否指執行機構內部程序核准？"
科技部 臨時工係指臨時僱用且無專職工作之人員，所稱無專職工作是否指執行機構內無專職工作即可？
科技部 若計畫主持人同意，其他依法令應支出之研究人力費用得自業務費列支，是否包括加班費、特休未休之工資？是否需提供佐證文件？
科技部 業務費內報支研究人力的補充保費，執行機構內應注意的行政程序為何？
科技部 機構自訂之科技部專任人員工作酬金標準表應如何上傳?日後有修正的話是否可以再行調整?
科技部 專任人員可否自行設定其他職稱?
科技部 如果機構內獲科技部補助之計畫自始以來僅聘用兼任人員，無聘用專任人員之需求，是否可不訂定專任人員薪酬表?
科技部 機構自訂之專任人員敘薪標準表可否設定上限?
科技部 各機構自訂之科技部專任人員工作酬金標準表是否適用其他部會之計畫?
科技部 有關專任人員兼職之限制，其得否去兼職其他部會的計畫?
科技部 專任人員薪資可否繼續以學歷作為敘薪標準?
科技部 博士級專任人員是否有月支酬金下限?
科技部 如果專任人員某些時刻表現特別好，是否可短暫加薪幾個月(如發放績效獎金)，之後再回復原來工作酬金額度?
科技部 核定清單內專、兼任人員之變更是否需報部同意?(如類級別的變更)
科技部 兼任人員月工作時數是否可由計畫主持人自行認定？可否視研究狀況，學生兼任人員部分月份不給薪?或由其他計畫分攤薪資?
科技部 兼任人員若為學校「專任講師」，有同時具有「博士班研究生」之雙重身分，其兼任人員酬金應如何支付?
科技部 專題研究計畫項下是否可聘任教授、副教授或助理教授擔任兼任人員，其計酬標準為何?
科技部 一位學生可否同時擔任二件以上專題研究計畫屬學習範疇之兼任人員，並同時支領研究津貼?
科技部 執行科技部補助各類專題研究計畫，所聘之研究人力是否有國籍限制?是否得進用大陸地區學生或港澳僑生在臺擔任研究人力?
科技部 若專、兼任人員及臨時工未能事前簽核，事後敘明理由並經執行機構簽准，科技部是否同意？
科技部 執行機構是否一定要幫兼任人員辦理勞、健保?
科技部 一般計畫大多執行至七月底，大專生或研究生兼任人員大多於6月畢業，常造成計畫主持人於最後1個月研究人力短缺，又不及聘任新兼任人員，是否於畢業後可繼續延聘1個月至計畫結束?
科技部 出國參展需要聘用當地人員擔任臨時工，無法在臺灣用勞務採購方式辦理，是否可以臨時工方式聘用外籍人士擔任展場口譯工作?
科技部 專題研究計畫所聘專任人員是否可兼任學校夜間部教學助教?
科技部 同一計畫主持人所執行之不同計畫，可否約用同一學生分別擔任計畫之兼任人員及臨時工?(如：計畫主持人所執行之A、B二計畫，約用甲學生於A計畫擔任大專學生兼任人員，於B計畫擔任臨時工)
科技部 可否聘任其他大學之學生擔任兼任人員？
科技部 科技部對於計畫專任人員請產假是否有配套措施？
科技部 專題研究計畫是否可聘用具有外國學籍人員為兼任人員?
科技部 計畫變更至新執行單位，因行政程序，無法順利銜接，原計畫項下之專任人員，於新單位完成聘任程序後，是否可於新執行單位支領當年度計畫之年終獎金?
科技部 公務人員申請留職停薪進修國內研究所碩士班，可否擔任科技部研究案研究人力支領酬勞?
科技部 私人公司任職者可否擔任兼任人員，其須具備之條件及認定標準為何?
科技部 剛考上碩士或博士班新生，未完成註冊前可否聘為兼任人員並支領酬金?
科技部 國中代理教師是否能擔任講師或助教級兼任人員?酬金如何計算?
科技部 "臨時工是否有身分上的限制? 其薪資是由計畫主持人自訂嗎?"
科技部 研究人力一定要依勞工保險條例及全民健康保險法之規定辦理辦理勞保與健保嗎?扣繳規則為何?
科技部 博士候選人可否擔任專任人員?
科技部 同一計畫於執行期間，前3個月僱用一位學生為臨時工後，第4個月轉為擔任兼任人員至計畫結束，是否有違反科技部規定?
科技部 學生至大專校院以外之執行機構擔任兼任人員，得否認定屬學習範疇?
科技部 執行大專學生研究計畫之學生得否再擔任專題研究計畫之研究人力?
科技部 可否聘請大專生擔任臨時工?
科技部 專任人員能否報考碩、博士在職專班在職進修?
科技部 研發替代役之專任人員，應繳納之研究發展費應於研究人力費或耗材下列支?
科技部 如助理2月-7月支領校內(私立大專院校)研究計畫之薪資，經費來源為學校本身，8月1日轉至科技部專題研究計畫擔任專任人員，於此狀況下的年終工作獎金，是否得採計2月至7月之月份?
科技部 專任人員出勤管理時常遇到專任人員要求計畫主持人提供加班費，此加班費是否可由科技部計畫支用？
科技部 以科技部計畫聘用之專任人員若曾在民間工作之年資可否計入其工作酬金之計算？還是以第一年開始起算？
科技部 科技部補助專題研究計畫研究人力約用注意事項規定，如計畫執行完畢則終止約用關係，離職後請領資遣費，請問如何因應或者可否在計畫裡編列資遣費?
科技部 博士班研究生技術性休學1個月或2個月後又復學，休學期間可否擔任繼續擔任兼任人員？
科技部 替代役是否可當研究人力?
科技部 研究人力工作酬金印領清冊，是否一定要由受領人簽章？
科技部 國小教師是否可領博士班兼任人員費用?
科技部 行政人員為何不能擔任臨時工？又若為假日或下班時間協助計畫執行，可否擔任臨時工？
科技部 學校的兼任老師是否可以成為臨時工？
科技部 各大專院校開設在職專班，就讀在職專班的學生，大部分是白天工作，利用晚上或週末的時間上課，其是否視為學生，因此無法聘用為專任人員？再者，這些在職專班的學生是否可以聘為兼任人員支領工作酬金？
科技部 女性計畫主持人生育期間增核研究人力的申請時點為何？是否有人數限制？
科技部 彈性支用額度用於自行駕車之費用包含哪些?如何確認與計畫相關之用途及核銷時需檢附之單據為何？又是否與國內出差旅費報支要點規定牴觸？
科技部 邀請外聘學者來演講之交通費是否可以彈性支用核銷?
科技部 邀請學者聚餐，餐費是否可以彈性支用核銷?或一定要外國學者才可核銷?
科技部 請問計畫若無編列國內差旅費，但需撘乘高鐵往返與計畫參予人員開會，可否用彈性之用額度核銷?
科技部 補助計畫匡列彈性支用額度用罄後得否於業務費報支交通費?
科技部 執行機構就彈性支用額度所訂定之控管方式須否報部備查?
科技部 計畫書沒有列的品項，不想變更時，可以選擇列為彈性支用嗎?
科技部 已受科技部專案補助邀請學者來台(科教國合司)及延攬客座科技人才，皆已補助機票、短期生活費，是否仍可以另由彈性支用報支餐費、住宿費等？又經由科技部延攬特殊優秀人才措施延攬之外國人，是否適用此「國外訪賓」之規定?
科技部 收支明細報告表中須備註彈性支用額度及實付金額，是否在科技部專題計畫線上登錄收支資料功能會呈現輸入功能?
科技部 拖把、白板擦、檯燈、提供填寫學術研究問卷之受訪者便當、請訪員喝咖啡、計畫成員meeting時的餐點、接待國內學者討論事情的餐費等，是否均可報支?
科技部 申請計畫時，需要申請額度嗎？
科技部 核定清單內所匡列之彈性支用額度是額外多出來的一筆經費嗎?
科技部 執行中計畫匡列彈性支用額度是否會再以公文形式寄送新的核定清單?還是由學校承辦單位自行核算?或由計畫主持人向科技部提出申請?
科技部 計畫未匡列彈性支用額度，可否來函申請?
科技部 是否所有計畫皆有彈性支用額度?
科技部 如果主持人將自己計畫的彈性支用額度借予其他主持人使用，是否表示其本身計畫核定之經費即減少借出之金額?
科技部 主持人若將未使用或使用後剩下之彈性支用額度轉至其他計畫或借予其他主持人使用，則是否受限於須執行期間相同之計畫?支用之期限是以出借或被借計畫為準?
科技部 授權執行機構自行訂定統一管控方式，執行機構可以下放給各單位自行規定嗎?
科技部 如須使用彈性支用額度，是否執行機構必須訂定統一控管方式?
科技部 彈性支用額度僅限於計畫執行期限內支用，未支用額度於計畫執行結束後，不得保留使用是什麼意思?
科技部 彈性支用額度建議另設一個補助項目，以利控管用途?
科技部 如果該計畫主持人完全沒有使用彈性支用額度，則計畫如何報銷?
科技部 延攬國外專家學者依實際支出數與院訂標準間之差額列計外，以各項目支出總額，列入支用彈性額度計算。文字解釋這點在說明?所稱「院訂標準」又是什麼意思?報支彈性支用的項目是差額?總額?
科技部 工作費、主持費、引言人費、諮詢費、評論費、論文發表費等其他名目具酬勞性質之費用可否支領?
科技部 國外學者有帶同行的其他貴賓(他的太太等)、主持人帶整個研究團隊或非計畫相關人員陪同只能報該名學者的金額，還是可以報整桌?
科技部 國際交流指的是那些項目?
科技部 是否一定要有從計畫內邀請國外學者來台協助研究的事實為前提方可報支餐費及饋贈等費用?
科技部 如何認定與計畫相關?
科技部 不受行政院相關規範限制中所列出席費、稿費、審查費及鐘點費所指「同一執行機構人員」包不包含計畫主持人、共同主持人、專(兼)任人員、計畫內相關人員、自聘行政工作人員等?
科技部 放寬額度之支出用途範圍是否僅限為與計畫相關之「交通、接待國外訪賓之餐敘及饋贈、或國際交流」支出事項?
科技部 一個核定總額50萬元的計畫，其業務費假設為30萬元，則以50萬元*2%=1萬元，表示原業務費30萬元中，可以由其他項目流用1萬元為業務費（業務費增為31萬元）?或是由業務費中流出1萬元為其他項目（業務費減為29萬元）?
科技部 彈性支用額度經費之使用應於業務費項下研究人力費歸扣或於耗材費用扣除?
科技部 計畫沒有核給業務費的，核定清單也會顯示彈性額度嗎?
科技部 如何得知計畫到底是否屬於適用彈性支用額度之計畫?
