部門 問題
經濟部智慧財產局 申請人和發明人不同時，必須檢送申請權證明書嗎？
經濟部智慧財產局 申請權證明文件何時開始不必檢送？規定在哪裡？
經濟部智慧財產局 收到智慧局的補正通知函，但認為不必補正時，要如何處理？
經濟部智慧財產局 為何同一申請案號，多次通知我補正不同的資料或文件？
經濟部智慧財產局 專利案提出申請後，任何人都可以看的到嗎？
經濟部智慧財產局 對已申請專利之技術有新的改良，可以合併在原來的申請案嗎？
經濟部智慧財產局 要撤回專利申請案時，要注意哪些事項？撤回後可以反悔嗎？
經濟部智慧財產局 外國籍申請人的中文地址欄位需完整翻譯？
經濟部智慧財產局 何謂申請日？
經濟部智慧財產局 取得申請日的要件為何？
經濟部智慧財產局 可能影響取得申請日的情形有那些？
經濟部智慧財產局 提出專利申請時未填申請人ID是否會影響申請日？
經濟部智慧財產局 申請時的說明書或圖式不小心有部分缺漏時，會影響申請日嗎？
經濟部智慧財產局 申請時完全漏送說明書，但可見於主張優先權的先申請案，可以補正而不影響申請日嗎？
經濟部智慧財產局 申請時完全漏送圖式，但可見於主張優先權的先申請案，可以補正而不影響申請日嗎？
經濟部智慧財產局 發明或新型說明書記載的圖式簡單說明與圖式不符，會影響申請日嗎？
經濟部智慧財產局 說明書有部分缺漏或圖式有缺漏，但主張不影響實質技術揭露而不補正時，必須刪除說明書或圖式中與缺漏有關之對應文字嗎？
經濟部智慧財產局 說明書有部分缺漏或圖式有缺漏，可以申請修正而維持原申請日嗎？
經濟部智慧財產局 設計專利申請時已檢送六面視圖，但缺少立體圖，會影響申請日嗎？
經濟部智慧財產局 如何用外文本取得申請日？
經濟部智慧財產局 設計申請書上已有寫設計名稱，可以省略外文本的設計名稱嗎？
經濟部智慧財產局 外國專利公報、優先權證明文件可以直接作為外文本嗎？
經濟部智慧財產局 外文說明書的撰寫格式要和中文說明書一致嗎？
經濟部智慧財產局 同一申請案可以同時或先後提供二個外文本給智慧局審查嗎？
經濟部智慧財產局 以外文本提出的申請案，有多長的時間可以準備中文本？可以請求延期嗎？
經濟部智慧財產局 以外文本提出的申請案，補正中文本要和外文本完全相同嗎？
經濟部智慧財產局 外文本缺漏和中文本缺漏的處理方式相同嗎？
經濟部智慧財產局 專利變更事項有那些？
經濟部智慧財產局 申請專利變更事項有規定書表格式嗎？要檢送什麼證明文件？
經濟部智慧財產局 何種專利變更事項可以用「e-mail」、「傳真」方式申請？
經濟部智慧財產局 有哪些變更事項能以一文多案號方式申請變更？
經濟部智慧財產局 以一文多案號方式申請變更，所有申請案的申請人都必須完全相同嗎？如果有部分申請案與其他人共同申請能否以一文多案號方式申請變更？
經濟部智慧財產局 以一文多案號方式申請變更事項變更後之結果，是否要全部相同？
經濟部智慧財產局 若一文多案號中各申請案代理人不同，或無法確認所有案件是否都有委任代理人時如何辦理一文多案號變更事項？
經濟部智慧財產局 辦理專利權一文多案號變更事項，可否同時檢還專利證書辦理加註？
經濟部智慧財產局 多項變更事項可否於同一次以一文多案號變更方式辦理？
經濟部智慧財產局 一文多案號辦理變更之事項規費，應如何計算？
經濟部智慧財產局 可否用電子申請方式辦理一文多案號變更事項？
經濟部智慧財產局 先前以一文一案方式辦理變更，尚在補正文件階段，可否以一文多案號方式辦理補正文件？
經濟部智慧財產局 同一外國申請人中文譯名不同，但外文名稱或姓名相同；或者中文譯名相同而外文名稱或姓名不同，可否用一文多案號方式辦理變更？
經濟部智慧財產局 本國申請人如身分證字號或統一編號相同，但在不同案件中申請人姓名或名稱不同，是否可以用一文多案號方式辦理變更？
經濟部智慧財產局 智慧局提供快辦服務的專利申請事項有哪些？
經濟部智慧財產局 同一件專利申請案，從提出申請到領取專利證書的每項申請文件都要蓋同一顆印章嗎？印章遺失或更換印章要如何辦理？
經濟部智慧財產局 專利申請人填寫不齊全或寫錯人別時，要如何辦理？
經濟部智慧財產局 申請人姓名或名稱不小心打錯字，可以更正嗎？
經濟部智慧財產局 二人共同申請的專利案，其中一人想要放棄，要如何辦理？
經濟部智慧財產局 申請後想要增加或刪除發明人，要如何辦理？
經濟部智慧財產局 申請增加或刪除發明人(新型創作人、設計人)時，找不到原來的發明人(新型創作人、設計人)簽署同意書，要如何辦理？
經濟部智慧財產局 發明人(新型創作人、設計人)姓名不小心打錯字，可以更正嗎？
經濟部智慧財產局 發明人(新型創作人、設計人)排列先後順序要做調整時，要如何辦理？
經濟部智慧財產局 申請人或發明人(新型創作人、設計人)改名時，要如何辦理？
經濟部智慧財產局 申請後想變更代理人，要如何辦理？
經濟部智慧財產局 如果專利申請案，已經核駁逾越法定期間亦未提再審查，可以申請變更代理人嗎？
經濟部智慧財產局 申請後想解任代理人，要如何辦理？
經濟部智慧財產局 申請後想將專利申請權讓與別人，要如何辦理？
經濟部智慧財產局 讓與人和受讓人都是公司，而且代表人相同時，可以由同一位代表人代表雙方簽訂申請權讓與契約嗎？
經濟部智慧財產局 公司代表人和公司間簽訂專利申請權讓與契約，可以由同一位代表人代表公司嗎？
經濟部智慧財產局 讓與契約書可以使用影本嗎？讓與人和受讓人都要簽名嗎？
經濟部智慧財產局 專利申請人死亡後，要如何辦理繼承登記？
經濟部智慧財產局 何謂一案兩請、權利接續制？
經濟部智慧財產局 在102年6月13日前一案兩請的申請案，適用權利接續制嗎？
經濟部智慧財產局 申請時沒有聲明一案兩請的事實，可以在申請後補聲明嗎？
經濟部智慧財產局 一案兩請所謂的「同日」，是指申請日或優先權日？
經濟部智慧財產局 一案兩請所謂的「相同創作」，是指申請專利範圍全部相同嗎？
經濟部智慧財產局 一案兩請之申請人一定要完全一樣嗎？例如一個發明專利申請案申請人為A及B，同時一案兩請新型專利申請案之申請人可以僅為A嗎？
經濟部智慧財產局 專利申請一案兩請時，發明專利申請案及新型專利申請案的發明人（新型創作人）須一致嗎？
經濟部智慧財產局 一案兩請的案件，於發明專利審查時，新型專利權年費已逾期，但尚在6個月補繳期間內或1年的申請回復專利權期間內，會不准發明專利嗎？
經濟部智慧財產局 一案兩請之發明申請案通知申請人限期擇一，但其新型案被第三人提起舉發，若專利權人選擇發明，該新型舉發案是否會續行審查？
經濟部智慧財產局 一案兩請時若選擇發明專利，新型專利權應維持到發明案審定時還是公告時？
經濟部智慧財產局 一案兩請的案件，於發明專利核准審定時，新型專利權還在存續狀態，但於發明審定後，新型專利權已當然消滅或撤銷確定者，會公告發明專利權嗎？
經濟部智慧財產局 國際優先權應如何主張？有何期間限制？
經濟部智慧財產局 我先在國外申請設計專利，再來國內申請新型專利，優先權法定期間如何計算？
經濟部智慧財產局 如先在國外申請新型專利，再來國內申請設計專利，優先權法定期間如何計算？
經濟部智慧財產局 何謂優先權日？
經濟部智慧財產局 國際優先權基礎案與國內申請案的申請人不一致，可以主張國際優先權嗎？
經濟部智慧財產局 專利共同申請人之一不是WTO會員國民，且其所屬國與我國無相互承認優先權，可以主張國際優先權嗎？
經濟部智慧財產局 申請人不是WTO會員國民，但於WTO會員領域內設有住所或營業所，可以主張國際優先權嗎？
經濟部智慧財產局 申請人不是在WTO會員設立登記的公司，但其母公司或股東在WTO會員領域內設有住所或營業所，可以主張國際優先權嗎？
經濟部智慧財產局 以準國民待遇身分主張優先權，需要提供準國民待遇證明文件，但文件地址是舊地址，如要主張地址有變更，但證明文件不是官方文件可以嗎？
經濟部智慧財產局 WTO會員資料可在何網站查詢？
經濟部智慧財產局 中國大陸的申請案，可以主張優先權嗎？
經濟部智慧財產局 申請時漏了聲明主張國際優先權或聲明不完整，如何申請復權？
經濟部智慧財產局 申請時已聲明主張某項國際優先權，可以增加或變更為他項國際優先權嗎？
經濟部智慧財產局 國外的臨時申請案可以向我國主張優先權嗎？
經濟部智慧財產局 第一次國外申請案為臨時申請案，第二次為正式申請案，究應以臨時申請案或正式申請案向我國主張優先權？
經濟部智慧財產局 請問專利設計申請案可以主張2個國際優先權嗎？
經濟部智慧財產局 同一個申請案在很多國家申請，應主張何者為優先權？
經濟部智慧財產局 專利申請案要主張PCT案優先權，於專利申請書上其受理國家應如何填寫？
經濟部智慧財產局 優先權證明文件可以用影本嗎？
經濟部智慧財產局 檢送國際優先權證明文件的期間多長？可以申請延期嗎？
經濟部智慧財產局 主張國際優先權的期間或檢送國際優先權證明文件的期間最後一天遇到假日，可以順延嗎？
經濟部智慧財產局 使用A國語文的外文本取得申請日，但因主張B國的國際優先權，所以優先權證明文件是B國專利局核發，並以B國語文撰寫，可以主張國際優先權嗎？
經濟部智慧財產局 智慧局與哪些國家的專利受理機關有「優先權證明文件電子交換」的合作？
經濟部智慧財產局 是否所有的專利類別都可以電子交換優先權證明文件？
經濟部智慧財產局 設計專利(日本稱意匠)申請案所主張的優先權基礎案是發明、新型專利申請案時，可以適用優先權證明文件電子交換嗎？
經濟部智慧財產局 依專利合作條約規定以日本特許廳或韓國智慧局為受理局所提出之PCT申請案，作為臺灣專利申請案之優先權基礎案時，可以適用優先權證明文件電子交換嗎？
經濟部智慧財產局 臺日優先權證明文件電子交換作業是如何進行？
經濟部智慧財產局 我已在日本第一次申請專利，嗣後要到臺灣申請專利，同時主張優先權，如果要申請電子交換優先權證明文件，該如何辦理？
經濟部智慧財產局 申請人提出存取碼後，智慧局多久可以向特許廳取得優先權證明文件之電子加密檔案？
經濟部智慧財產局 智慧局取得電子交換的優先權證明文件後，會通知申請人嗎？
經濟部智慧財產局 如果智慧局根據申請人提供的優先權基礎案和存取碼進行臺日電子交換失敗時，會如何處理？
經濟部智慧財產局 我在臺灣第一次申請專利，嗣後要到日本申請專利同時主張優先權，應如何向智慧局申請「存取碼」？
經濟部智慧財產局 申請核發優先權證明文件「存取碼」，要繳交規費嗎？
經濟部智慧財產局 「存取碼」的格式為何？
經濟部智慧財產局 申請優先權證明文件存取碼後，智慧局多久會核發存取碼通知？
經濟部智慧財產局 如果我除了要到日本主張優先權並採電子交換外，同時也想向其他國家主張我國優先權時，可以一併申請存取碼和優先權證明文件紙本嗎？
經濟部智慧財產局 同一基礎案號的存取碼是否有使用次數的限制？可以多次申請嗎？
經濟部智慧財產局 如果我申請5份紙本優先權證明文件，智慧局會核發幾個存取碼？
經濟部智慧財產局 「臺日優先權證明文件電子交換作業要點」施行日之前的專利申請案，是否可以依該作業要點辦理？
經濟部智慧財產局 「臺日優先權證明文件電子交換作業要點」施行前，就已申請過優先權證明文件的申請案，如需要申請存取碼，必須另以書面向智慧局申請嗎？
經濟部智慧財產局 臺韓優先權證明文件電子交換作業是如何進行？
經濟部智慧財產局 我已在韓國第一次申請專利，嗣後要到臺灣申請專利，同時主張優先權，如果要以電子交換優先權證明文件，該如何辦理？
經濟部智慧財產局 聲明以電子交換優先權證明文件後，智慧局多久可以向韓國取得電子檔案？
經濟部智慧財產局 如果智慧局根據申請人提供的優先權基礎案申請日、申請案號進行臺韓電子交換失敗時，會如何處理？
經濟部智慧財產局 我在臺灣第一次申請專利，嗣後要到韓國申請專利同時主張優先權，應如何向智慧局申請「電子交換優先權證明文件」？
經濟部智慧財產局 申請電子交換優先權證明文件，須要繳交規費嗎？
經濟部智慧財產局 申請電子交換優先權證明文件後，智慧局多久會發出准予電子交換優先權證明文件（韓國）通知函？
經濟部智慧財產局 如果我除了要到韓國主張優先權並採電子交換外，同時也想向其他國家主張我國優先權時，可以一併申請電子交換、存取碼和優先權證明文件紙本嗎？
經濟部智慧財產局 臺韓優先權證明文件電子交換作業要點」施行之前的專利申請案，是否可以依該作業要點辦理？
經濟部智慧財產局 優先權證明文件可以用電子檔為之？
經濟部智慧財產局 優先權證明文件可以用電子檔為之，是否僅適用於電子申請？
經濟部智慧財產局 設計專利之優先權證明文件是否得以註冊證明文件為之？
經濟部智慧財產局 除了在國內申請專利，也想到國外申請，時間上有無限制？可以援用原來在國內的申請日嗎？
經濟部智慧財產局 專利申請案已撤回或視為撤回後，可以申請優先權證明文件嗎？
經濟部智慧財產局 專利申請案如為不受理處分後，可以申請優先權證明文件嗎？
經濟部智慧財產局 國內優先權應如何主張？有何限制？
經濟部智慧財產局 主張國內優先權必須檢送何種證明文件？
經濟部智慧財產局 應於申請專利同時聲明先申請案之申請日及申請案號數即可，無須檢送證明文件。
經濟部智慧財產局 國內優先權的先申請案可以辦理分割或變更事項嗎？
經濟部智慧財產局 國內優先權之先申請案視為撤回後，可以申請退還實體審查費嗎？
經濟部智慧財產局 國內優先權的先申請案撤回、拋棄、不受理後，後申請案可以主張優先權嗎？
經濟部智慧財產局 主張國內優先權先申請案與後申請案的申請人不一致，可以主張國內優先權嗎？
經濟部智慧財產局 主張國內優先權先申請案與後申請案的發明人不一致，可以主張國內優先權嗎？
經濟部智慧財產局 先申請案已初審審定(處分)，可以被主張國內優先權嗎？
經濟部智慧財產局 專利申請案經核准審定後因逾期未繳費領證而不予公告，可以再被後申請案主張國內優先權嗎？
經濟部智慧財產局 主張國內優先權之基礎案逾期未領證，是否需先提出領證復權申請，才得以主張國內優先權？
經濟部智慧財產局 主張國內優先權的申請案已經核准但尚未繳費領證，可以撤回國內優先權主張嗎？
經濟部智慧財產局 申請案已核准並申請領證，惟在未公告前被主張國內優先權，是否可退費？
經濟部智慧財產局 國際優先權有復權規定，那國內優先權有復權規定嗎？
經濟部智慧財產局 何謂適用優惠期之事實有「密不可分」之情況？
經濟部智慧財產局 公司內部的會議紀錄，可以作為優惠期證明文件嗎？
經濟部智慧財產局 申請專利而在我國或外國依法於公報上所為之公開可否適用優惠期？
經濟部智慧財產局 何謂生物材料？
經濟部智慧財產局 發明專利申請案如涉有生物材料，有什麼相關規定？
經濟部智慧財產局 發明專利申請案如涉有生物材料，申請書上要聲明嗎？
經濟部智慧財產局 智慧局指定的國內寄存機構為何？連絡方式為何？
經濟部智慧財產局 智慧局認可的國外寄存機構為何？在國外寄存機構寄存後，還要在國內寄存嗎？
經濟部智慧財產局 檢送寄存證明文件的法定期間為何？有規定書表格式嗎？
經濟部智慧財產局 申請書記載的寄存機構、寄存日期或寄存號碼錯誤，可以補正嗎？
經濟部智慧財產局 申請時的申請書及專利說明書都沒有記載寄存資訊，在檢送寄存證明文件時，需要補填申請書及專利說明書嗎？
經濟部智慧財產局 寄存證明文件上的寄存人與申請人可以是不同人嗎？
經濟部智慧財產局 已寄存但仍在審查中的專利生物材料，任何人可以申請分讓嗎？
經濟部智慧財產局 序列表是否算入說明書計算超頁費？
經濟部智慧財產局 何謂發明早期公開？
經濟部智慧財產局 發明公開與公告有何區別？
經濟部智慧財產局 發明專利申請案於何時公開？
經濟部智慧財產局 自申請日或優先權日起已逾18個月始申請分割或改請為發明之申請案，將於何時公開？
經濟部智慧財產局 可以申請提早公開嗎？何時可以提出申請？
經濟部智慧財產局 申請人可以申請不公開或延後公開發明專利申請案嗎？
經濟部智慧財產局 申請人撤回發明申請案時，該案件仍會被公開嗎？
經濟部智慧財產局 發明申請案於公開前已經公告者，仍將予公開嗎？
經濟部智慧財產局 為何有些發明申請案會晚於申請日(最早優先權日)後18個月才公開？
經濟部智慧財產局 發明申請案如有撤回優先權主張、處分不受理優先權主張或視為未主張優先權時，會影響公開時間嗎？
經濟部智慧財產局 發明申請案不予公開的情形有哪些？
經濟部智慧財產局 發明申請案公開時，將公開那些事項？
經濟部智慧財產局 發明申請案公開前，曾申請變更申請人、發明人或代理人資料，或申請讓與登記者，會公開申請時的資料或異動後的資料？
經濟部智慧財產局 發明申請案公開後，才申請變更申請人、發明人或代理人資料，或申請讓與登記者，網站上的公開公報會隨著更新嗎？
經濟部智慧財產局 發明申請案申請人於公開前曾修正說明書、申請專利範圍或圖式者，是公開申請時的版本或修正後的版本？
經濟部智慧財產局 對於公開後之申請案，任何人可以提供資料給智慧局參考嗎？
經濟部智慧財產局 對於公開後之申請案，任何人可以申請閱卷嗎？網站上看得到所有資料嗎？
經濟部智慧財產局 分割案之母案在公開前已撤回，第三人如擬對其分割子案(公告後)以分割超出為由舉發，因新法施行後，分割子案卷存資料已無母案說明書等資料，第三人是否得閱覽母案說明書等資料？
經濟部智慧財產局 公開前即申請實體審查者，是於公開後才進行實體審查嗎？
經濟部智慧財產局 發明申請案於早期公開審查時，會一起審查專利要件嗎？
經濟部智慧財產局 主張國內優先權之先申請案於申請日起15個月視為撤回後，實務上不予公開，此時如後申請案已經早期公開，第三人可否申請先申請案之閱卷？
經濟部智慧財產局 經公開後之發明申請案，於實體審查時，有可能被認為妨害公序良俗而不予專利嗎？
經濟部智慧財產局 發明申請案公開後，如有第三人實施公開的技術內容，專利申請人可以請求賠償嗎？
經濟部智慧財產局 何謂實體審查？
經濟部智慧財產局 何時申請實體審查？如何申請？規費為何？
經濟部智慧財產局 專利申請案於2月28日或2月29日提出申請，其依專利法第38條1項規定應於「3年內」提出實體審查，如遇到閏月該怎麼計算時間呢？
經濟部智慧財產局 獨立項及附屬項都是逐項收取實體審查費嗎？
經濟部智慧財產局 可以在申請專利同時一併申請實體審查嗎？
經濟部智慧財產局 有申請實體審查與未申請實體審查有何差異？
經濟部智慧財產局 發明專利的實體審查時間要多久？
經濟部智慧財產局 公眾如何得知發明申請案是否已申請實體審查？
經濟部智慧財產局 申請實體審查後，可以撤回嗎？
經濟部智慧財產局 第三人申請實體審查時，通知進行實體審查的公文會發給申請人或該第三人？
經濟部智慧財產局 沒有提實體審查的發明申請案，需要先繳納實體審查規費嗎？
經濟部智慧財產局 若申請專利範圍超過10項，或說明書、申請專利範圍、摘要及圖式合計超過50頁，於繳納實體審查規費同時就要一起繳納超項費及超頁費嗎？
經濟部智慧財產局 何謂產業利用性？
經濟部智慧財產局 何謂新穎性？
經濟部智慧財產局 何謂擬制喪失新穎性？
經濟部智慧財產局 何謂進步性？
經濟部智慧財產局 何謂先申請原則？
經濟部智慧財產局 相同技術，如果先申請的尚未核准，後申請的卻准下來，智慧局如何處理？
經濟部智慧財產局 何謂發明單一性？
經濟部智慧財產局 申請案在核准專利前，可以先徵詢相關業者意見嗎？
經濟部智慧財產局 可以請審查人員於審定書中說明該產品未來之市場價值嗎？
經濟部智慧財產局 可以向審查人員當面解說或操作申請專利之技術內容，或請審查人員到現場看樣品嗎？
經濟部智慧財產局 專利案申請面詢後，原代理人無法出席，可以委任其他人出席嗎？應備具什麼文件？
經濟部智慧財產局 發明專利關聯案聯合面詢要如何申請？也適用於國外廠商嗎？
經濟部智慧財產局 國外已經取得專利，再來我國申請，一定可以獲准專利嗎？
經濟部智慧財產局 自行申請專利與委任代理人申請，在審查尺度及時效上有何差別？
經濟部智慧財產局 智慧局認為申請案有不予專利事由，會給申請人說明的機會嗎？
經濟部智慧財產局 申請人收到審查意見通知函後有多久的時間可以回應？可以申請延期嗎？
經濟部智慧財產局 何謂專利申請案檢索報告？
經濟部智慧財產局 專利申請案檢索報告內的關聯性代碼【X、Y、A、D、E、O、P、L】，是什麼意思？
經濟部智慧財產局 專利申請案檢索報告中記載哪些內容？
經濟部智慧財產局 何時可取得專利申請案檢索報告，需要提出申請嗎？
經濟部智慧財產局 所有專利申請案都會有專利申請案檢索報告嗎？
經濟部智慧財產局 申請人不服發明不予專利初審審定，應如何救濟？
經濟部智慧財產局 發明專利申請再審查期間為何？應如何申請？
經濟部智慧財產局 申請人不服發明不予專利再審查審定，應如何救濟？
經濟部智慧財產局 申請再審查後，有多久時間可以補正理由書？可以申請延期嗎？
經濟部智慧財產局 發明案由第三人申請實體審查，經審查不予專利者，該第三人可以提出後續之再審查或行政救濟程序嗎？
經濟部智慧財產局 何謂優先審查？
經濟部智慧財產局 發明申請案如何申請優先審查？
經濟部智慧財產局 可以加倍繳費請求優先辦理嗎？
經濟部智慧財產局 何謂AEP加速審查？如何申請？
經濟部智慧財產局 為加速審查（AEP）需要申請提早公開嗎？
經濟部智慧財產局 非發明專利申請人可以對該申請案提起AEP嗎？
經濟部智慧財產局 可以提出申請AEP的時點為何？
