部門 問題
教育部 在總綱中，國民小學階段沒有實施科技領域課程，要如何培養學生具備科技與資訊應用的基本素養？ 
教育部 總綱中提出「核心素養」，這和原有九年一貫課程強調培養孩子帶著走的「基本能力」有什麼不同？ 
教育部 原住民學生報考時，應繳交哪些證明文件，才可享有升學優待？
教育部 退伍軍人報考碩士班或博士班，可享有升學優待嗎？
教育部 退伍軍人報考大學院校有何升學優待？
教育部 退伍軍人報考時，應繳交哪些證明文件，才可享有升學優待？
教育部 在營服役時間超過10年以上之退伍軍人報考大學校院，有何升學優待？ 
教育部 為何有些大學校系沒有招收轉學生？
教育部 大學轉學考試報考資格為何？
教育部 原住民學生經升學優待錄取入學後，再參加轉學考試，可否享有升學優待？
教育部 如何提昇留遊學服務品質？
教育部 消費者如何選擇合適的留遊學服務業者？
教育部 消費者應充分瞭解留遊學服務內容，避免掉入不實廣告陷阱
教育部 有歷年公費留學考試的資訊可以參考嗎?
教育部 公費留學生回國後，應該要履行什麼義務呢？政府會安排工作嗎？
教育部 大專校院畢業之役男可否報考公費留學考試?
教育部 教育部對海外中華民國同學會有何輔導措施？
教育部 教育部對留學生同學會組織之輔導協助，是否因其名稱不同而有所差別？
教育部 教育部對學生海外研修有何輔導措施？
教育部 教育部是否同意學校及相關人員從事留學仲介？
教育部 103年教育部鼓勵出國留遊學宣導說明會舉辦方式為何?
教育部 教育部駐境外機構提供哪些服務
教育部 私校退撫儲金自主投資常見問題集（Q&A）
教育部 二代健保施行有關僑生參加健保問答集
教育部 教師成績考核委員會表決方式以舉手投票是否適當？
教育部 有關行政程序法施行前已發生之公法上請求權時效消滅疑義 
教育部 香港或澳門居民可否來臺就讀研究所碩、博士班？
教育部 教育部備案之3所大陸地區臺商學校通訊資料
教育部 資格認定與入學：香港或澳門居民可否申請來臺就學，是否一定要在香港或澳門出生？其申請手續為何？
教育部 不符合香港澳門關係條例第4條規定者得否來臺就學？
教育部 香港或澳門的學歷如何檢覈及採認？
教育部 教育部認可學歷之香港、澳門專科以上學校有學校？
教育部 香港或澳門學生來臺就學可否申請獎助學金？
教育部 港澳人士受聘僱在臺灣地區工作者，其子女得否進入外國僑民學校及其附設幼稚園就讀？
教育部 教師涉及性騷擾或性別平等事件，學校如果要解聘、停聘或不續聘該教師，學校教師評審委員會開會時該如何處理？是解聘、停聘或不續聘3個選項的選票一次發給各委員投票，還是就各個選項（停聘、不續聘或解聘）依嚴重程度逐一讓委員投票？
教育部 依教師法第14條之1第2項規定，教師解聘、停聘或不續聘案經教育部核准前，於學校「暫時繼續聘任」教師之期間，對該教師是否須支薪? 
教育部 私立學校訂定教師於聘約期間中途離職之賠償條款，其正當性如何?若教師不依約賠償，學校是否得據以不發給離職證明?
教育部 若學校聘約明定教師負有「教學」、「服務」、「輔導」、「研究」之義務，但有教師屢次不配合科務，學校可否依教師不遵守「服務」義務而予以解聘、停聘、不續聘? 
教育部 針對解聘、停聘或不續聘之措施，教師提起申訴之時間點應如何計算? 
教育部 教師成績考核考列公立高級中等以下學校教師成績考核辦法第4條第1項第3款時，若原因為：請假日數超過/有曠職處分/有記過而無功過相抵等，在召開教師成績考核委員會時，須請當事人列席陳述意見嗎？ 
教育部 私立學校是否可以彈性增加成績考核委員會之當然委員？是否符合程序正義？又，已被選為委員，校長能否解除其委員職務？
教育部 甲校教師和乙校學生發生性別平等案件時，係由甲校的性平會還是乙校的性平會來處理？其處理程序為何？
教育部 性別平等教育委員會提出的懲處建議，對於教師評審委員會的拘束程度為何？ 
教育部 教師法第14條第1項第6款「行為不檢，有損師道」為解聘教師事由之一，但哪些行為會構成「行為不檢，有損師道」？逕以性騷擾解聘教師是否有「比例原則」上的顧慮? 又，「有關機關」是如何認定？
教育部 於師生戀之情況下，教師是否構成「行為不檢，有損師道」之要件？ 
教育部 性別平等教育委員會的調查小組組成有何要求？ 
教育部 教師一旦有教師法第14條第1項第9款性侵害行為屬實之情況，停聘、解聘是否還需要學校召開教評會？
教育部 性別平等教育委員會委員若同時擔任教師評審委員會委員，在教評會中是否應迴避？
教育部 學校教師申訴評議委員會對於學校內部章則之適法性、有無牴觸法律是否有審議權限? 
教育部 教師可否針對主管機關或學校申評會停止評議此一舉措提起再申訴?
教育部 外籍教師可能有看不懂或不了解法規之情形，如該等教師以此為由申訴，學校應如何處理？ 
教育部 申訴案件相關資料是否屬於密件？ 
教育部 教師是否僅得在有實際上有權益受損時方可提起申訴? 
教育部 教師申訴評議委員會議決議申訴案，是否需請相關當事人到場說明?
教育部 以教師申訴評議委員會名義作成評議書，應以何名義行文？ 
教育部 若教師申訴評議委員會就申訴案之表決結果為全數通過，登錄票數是否有等同有記名投票之虞？
教育部 有些教師從國立學校退休後再到私立學校任教，其起薪是否應從該教師退休時之年功薪起敘？或可依學校最低薪級起敘？ 
教育部 教師法第14條第2項規定「教師有前項第六款或第八款規定情事之一者，應經教師評審委員會委員三分之二以上出席及出席委員過半數之審議通過。」若學校規定「應經全體……出席及出席委員全數通過」，即提高之通過門檻，是否可行？ 
教育部 學校教師成績考核會委員或教師評審委員會委員如提出辭職，卻經校長慰留，其辭職是否生效？ 
教育部 下級教師評審委員會委員對於上級教師評審委員會就同一案件之審議是否應迴避？
教育部 如何申請大陸地區教育專業人士來臺從事教育交流？
教育部 有關教師疑似性騷擾案，於接受調查期間請假配合調查，其差假性質與出缺勤紀錄或成績考核該如何處理？
教育部 對於因違反補習及進修教育法第24條予以勒令停辦，沒入器材、設備及罰鍰處分，提起訴願案件，原處分機關檢卷答辯時，應注意甚麼事項？
教育部 訴願與教師或學生申訴之關係如何？
教育部 學生入學考試事件之訴願，訴願人不服之行政處分為何？
教育部 學生退學事件之訴願，訴願人不服之行政處分為何？
教育部 學生遭受何種處分可以提起行政救濟？
教育部 因違反幼稚教育法事件，訴願人在甚麼情形下，可以依法提起訴願？
教育部 教師敘薪事件之訴願，訴願人不服之行政處分為何？
教育部 教師升等事件之訴願，訴願人不服之行政處分為何？
教育部 哪些大學設有華語中心教外國人中文？
教育部 聘僱國內大學校院語言中心外國語文教師之程序為何?
教育部 商借教師赴海外台灣學校服務問與答
教育部 短期補習班補習服務契約書範本暨應記載及不得記載事項
教育部 如何選擇合法立案之補習班？如有退費問題可向何處洽詢？
教育部 教育部受理之訴願案件主要類型有哪些？
